Group,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4
S,2.1093043513385346,312237.36804686073,8.15317653765622,20472490.657513067,7.78593182611789,33324.44042567116,1.05963134765625,0.05991955886014359,-0.3588841935048528,0.05762592967652584,4.255699681082101,1.2824302236065772,3114313.9228173955,8.145831346648302,118036183.68062593,15.544681237080884,65603.67903987912,13.9871337890625,-0.026975804841336364,-0.776538259576598,0.4779899066253401,1.0144809095126162,2.360496424291525,4080886.887533781,8.143198425050748,68177853.31200455,18.248771933966097,48497.2613258725,17.123642578125,-0.02812286331259658,-0.022437362529014404,0.6230271316147546,1.0140258804999402,1.9611262721190121,1985863.5127396742,8.520600929896473,67691463.50285679,12.538795090747179,49785.71726870459,8.392280273437501,-0.05793909992480163,-0.1654200817672562,0.3094589249093588,1.051821227512437,0.5652172631083905,833854.9833202254,7.781112927332923,223551745.4257294,6.78355761764006,108279.77018715377,3.4755908203125,-0.08570923394822252,-0.803241543582542,0.13337441905467717,1.1462292043749316
S,0.9357259205177463,282420.44285494805,7.820946192054353,67449967.63106184,6.854519051456494,67566.13235948025,1.05963134765625,0.04029998843436418,1.3876863600982539,0.048672685605491164,3.3626659549540907,0.7686195862743894,3605212.64528912,8.404954869119623,165123031.14506403,18.90098137051643,99866.89930260301,15.640158691406251,-0.011638474214338496,-0.32983569345890773,0.5497911648087748,1.0064953533956735,2.2548074412127734,4359248.968260818,8.314365248739303,52116793.951765224,19.95100904903457,43840.02616437599,17.92896240234375,-0.015066581478706069,0.11480938143247066,0.6655366464246041,1.0110593174773006,2.353793863531155,2171591.0825087726,9.086116295543023,59568651.72340932,15.834758630599014,47616.29048010342,9.282370605468751,-0.0353565861000895,1.2982090009626415,0.3371891551029597,1.0469644219468675,0.6216265277552733,996787.7483692771,8.13436062321293,228619729.4980119,8.34701855505297,110398.89214761092,4.4928369140625,-0.07634538290379804,-0.46974048422878,0.15845604303040003,1.106779792024784
S,4.293020235960127,344607.1538239871,7.536532266703933,8768427.010377752,3.6987586885144017,20161.538489222403,1.9497216796875,-0.11705094180461904,-0.3857694657661135,0.06872795768426819,4.06510574617683,1.223415291797571,905878.6599437287,8.697927826812576,93142098.34982006,10.894264684928794,66801.75755297372,3.6451318359375002,-0.16529222082793185,-0.580449311573652,0.1456447160705911,1.1970406039464632,2.773948827818482,4499368.374891926,8.722159588847202,47204664.15174427,22.493698351840784,37833.78233879224,19.878684082031253,-0.0008242459400735659,0.20679959583650254,0.6842700003250254,1.0106513070848655,2.0516725574075334,2753531.699593758,8.191105457063587,49887789.36091577,13.11937092261854,41801.7768126831,12.673190917968752,0.00407638080969899,-0.25019384481411366,0.42517663473888717,1.0249755188153735,1.2462476029914162,3526301.564647849,8.110535715245872,91271395.38608985,17.342010148255095,64848.16282763862,14.834838867187502,-0.0047206982572480195,-0.24515340372102168,0.5406400722331447,1.0095620131735399
S,8.068083313612759,344463.632691526,7.871654263685786,1589326.4602400416,6.37559477337607,8747.756294516086,0.5933935546875,-0.03665956759685597,0.46879548526721493,0.0627330097477088,2.9164713230429262,4.178074391934683,2815434.7652038634,7.761734015296043,9382508.152019363,12.857583493833605,17840.38159912,11.995026855468751,-0.014903593587946004,-0.03429398284739715,0.43462697965074815,1.016816343677317,9.152110879191149,4401675.682243253,8.3536562953778,2986669.882405001,19.65038885094005,11486.795716256025,19.963454589843753,0.01104694343104205,-0.5950203721872875,0.6722757005227342,1.0111258569992696,0.9464090404866378,1533705.012451543,7.669283567114736,25056153.09310435,9.98737529491109,53779.70588233255,6.569714355468751,-0.005899370465338321,-0.20450134443774282,0.2379721024778768,1.013925359739992,1.2699872824941651,1269012.9933202334,7.509675344332515,20408517.66357356,7.83786691711722,44526.46121465875,5.467697753906251,0.010705816726802401,0.09344450406200844,0.1965541230728449,1.0275236412963904
S,2.6490791209616713,248367.00223213804,8.261977112249069,10584375.68100004,8.967897628861007,30255.232237251264,0.80531982421875,-0.2909669495078101,1.493001895316393,0.04377889817952652,6.22460305173587,2.1152296897177756,2106323.5570788532,8.106707533885627,32832758.509872217,11.379299807917093,31191.497728060822,8.222739257812501,0.006981585414675793,-0.6928688251948012,0.3278638186552126,1.0428562546692484,6.416983458963716,3493005.2242526836,8.494478338296092,14286807.563661143,16.529105070908543,18203.521107020624,15.216306152343751,-0.017638870165840533,0.03847497720806281,0.5375965082409875,1.031852747609488,0.6187480413556301,1234473.598213027,7.6844214727794835,95290945.63421917,8.491662734963802,91682.37826870455,5.12861572265625,-0.04609483236604626,-0.6487720813320781,0.1922919496182932,1.0447694896137336,0.9451103418915797,747466.771278728,7.74391435806948,74327484.60441867,7.133029589207295,60381.47793774848,3.72990234375,0.051595465572347135,-0.46700674030575673,0.11857262202421588,1.172660301920485
S,4.76409895958327,309802.386007921,7.403203973840797,2552672.624503613,4.910944661117398,12285.795176098156,1.01724609375,-0.29090540719463764,1.9693722155356967,0.05463347203529316,3.148244837088817,5.269651045009654,2430251.307201671,8.467281362115886,4751127.093949012,14.358203941910297,15662.194583212611,10.7658544921875,-0.003964969569681865,-0.525210658967203,0.3759483509802802,1.0238768667795943,16.88734462494799,3930331.711794045,8.538717236662215,1513197.834224456,18.198370706485022,6168.8128598729345,15.428232421875002,-0.0004640179463128247,-0.16971615772828041,0.6022361554546296,1.0264548480331148,1.6213284581349705,1460589.9730047989,7.103017791768313,14650231.993862996,6.924753097702674,39093.20232169373,6.1882470703125,0.02323492981157213,0.2065863853511538,0.2266673168082367,1.023472597563324,2.693490006746498,1083657.0774527953,8.766345507595371,11300094.068161128,12.588543020118887,28270.007240372124,4.9166894531250005,-0.035994447111792324,0.10035463599265926,0.16941043678933052,1.064276023400818
S,0.9278276912686853,277244.37220774585,7.16998626237841,63662828.268934965,3.434957193523581,68161.20760836297,0.8477050781250001,-0.43384236268171883,-0.15667157876811855,0.04853010327337605,2.461085831264711,5.1874738910960545,2374832.7929469068,8.180266608183329,16473383.28360583,10.07000657266397,22509.802508826004,10.893010253906251,0.13655346759034037,1.9673589828887907,0.3698235888401043,1.046092613402012,8.99333053513368,6483570.909317909,8.503296612234477,9316877.762673132,28.035694848479856,14327.238459019396,27.93188232421875,-0.010651885402557636,3.000224911283401,0.964118201506289,1.008734835319195,5.46490177589884,4940201.876354566,8.215310584639395,14824750.454575133,21.310359584549392,19597.057686107168,20.13299560546875,-0.020870594243195678,2.2807684231037637,0.7477979112031823,1.010129499049034,4.011136298649921,3540319.0042519346,8.068458849441893,18620958.18281527,15.261987910306694,26526.607263356782,15.301076660156252,-0.011191312554540662,0.9784198553972892,0.5436006615705725,1.0165886195706277
S,8.869107549194313,325008.96685696545,8.343178818907312,2114842.4841483063,8.144317859434516,10306.187831311965,0.6781640625,0.21125126045837883,1.7174647064744537,0.06473136875915599,5.376725324395924,1.2313735641472425,2591206.530910239,7.7262032594257715,39487841.760010146,13.046473658030173,45029.49436542527,11.359248046875,0.033893218800494625,-0.18086413438172277,0.39828803575201976,1.0121602074874743,1.5895255876452727,3093867.7151896697,7.889105632022334,27620008.293523245,14.845061230112965,45740.84720731691,13.3089697265625,0.02773777894051532,-0.6123740182977655,0.4760702338556246,1.011222324252102,0.15361748283174306,1536227.8953453954,7.3172802452817844,208961534.81103808,10.149212156814826,168410.17287527936,6.569714355468751,0.002452403168007724,0.0963342546747965,0.23739939755204564,1.0056559487976273,0.3885195133441177,1316522.7114427784,7.163080539137955,95495190.06609868,7.396425680370308,93006.56611877732,5.6796240234375,0.00044955475870457796,-0.5460411773575324,0.20362229717549032,1.0203678376041205
S,4.830560834236959,225834.49774065992,8.583880336511372,4417181.288352295,9.970743652622899,19200.648210747455,0.7205493164062501,0.22234793739516215,1.6373244535150793,0.04897656479296404,6.640016190824346,1.6018728233728823,2771569.0008143657,8.201595633151559,36913718.95912091,15.43482105355223,44648.5381857008,11.91025634765625,0.014412769697449708,0.20135392319273482,0.42813903574231527,1.0130805463828587,6.1192852877713495,4149048.061646466,8.48387706089321,9818207.024834754,19.0934236656976,18452.307516025467,17.97134765625,-0.00285575355660857,0.7321026829681712,0.6341780102850026,1.0201273912238804,1.2833044741253903,2195023.21042597,8.062465296993436,40734745.05067105,12.514766524112304,54027.646712060516,9.324755859375001,0.011297848569058959,1.1486526945141984,0.3376267107937664,1.0178895722033274,0.29377384025224046,1280568.010456446,6.871194698285864,209087309.20113775,6.270840843890883,128967.69305579264,5.552468261718751,0.020334359837546032,-1.0947237831333627,0.19906306242245284,1.021652689503736
S,3.0592623290712506,414071.92518874013,7.725228812667424,16385792.47087413,4.406788496924855,26457.435941186468,1.2291723632812501,0.1291892958019995,-0.26618600617656174,0.07747182517543522,3.509971617472045,1.2437721389251521,3000616.23596363,8.717715757058029,118150695.65991695,16.96178228610319,74306.83592673746,13.097043457031251,-0.00426455807478487,-0.20801493060644782,0.4605763912579758,1.0189924342959107,1.604211627371841,4761311.608502663,8.61738700016749,127373858.38225102,23.052235172290565,70220.53930341962,20.13299560546875,-0.006965506055988999,-0.3806823306161715,0.7219157910781799,1.008423256336423,0.702792525030495,3844100.6139329267,8.370778782538608,292450026.4778403,19.985336281770458,116380.17886610914,16.31832275390625,-0.015563619389094778,-0.7626186935929034,0.5870746228724206,1.00573371367303,2.099618456474983,1351172.8286731576,8.953981120237994,84262949.90045528,12.388315764740852,42599.154068593496,4.8319189453125,-0.08031905426634055,-0.22776468595950172,0.2165890129218344,1.1626198966504202
