Group,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5
S,0.8251464441563431,2823790.940633628,9.49151657589227,384317950.18574923,13.788456493784253,63746.04438771272,14.15321942885038,-0.05675086344431117,-0.7459815861230594,0.4678357993617704,1.3141922053093589,0.4563931351372368,1991501.8869770484,8.932477758361298,288664013.0062368,10.431984647295103,78207.07657497934,8.347856968513547,-0.021612141519409607,-0.9026408339346621,0.3211858268960348,1.191320851524459,0.496237515912293,1174244.6739800249,8.572781666952265,133723848.65839835,8.225676342140071,59675.80222003646,4.3646155723700275,-0.04317279064594139,-0.3210973416877465,0.19439263792481704,1.2528541731240166,0.2708271914262047,804894.1989230626,8.515789007498299,167119323.73291716,9.043395081171404,95975.45435457816,3.5171174029777887,-0.025500828158765896,-0.3868866993880751,0.13112939755984157,1.178517827089734,0.1897139589678883,531483.5697874045,7.262715709111316,105026596.77914914,4.3314264153195365,76534.71525003352,2.076370515010984,-0.020079083495559414,-0.5317424633994721,0.08561045154120461,1.1543363038965297,0.2674486291564182,361275.8959788193,7.320435623342236,33393796.160541985,5.10788961277191,47798.31229145601,1.7373712472540885,0.05117309980133677,-0.38935197310096825,0.06066156025335418,1.1722437382450959
S,1.076885627970211,3645867.095645818,9.457299773467003,316035566.7698318,16.405127745652983,94724.31663836692,15.636341225286797,-0.0382687611412497,-0.6119792192400801,0.5705161377016913,1.1287478584920234,1.129016937784544,2464691.3352199886,9.228511428887867,120575696.97755027,12.724242703644755,46551.36747867929,8.305482060043936,0.14365342556064775,1.659691733478919,0.37421780057571774,1.1943195702061509,0.7213802312914017,1448878.5547521298,8.579730446701415,135145623.28116265,8.257144679240586,62346.290136810145,5.805362460336832,0.023572274911960008,0.3176656876045678,0.2346905092983107,1.2414162637050292,0.41937481011078026,1007702.6034771835,7.826771922078936,135170698.75035238,5.276660053051518,80970.06509280695,4.534115206248475,-0.027270830503628597,-0.34020381079739526,0.161299326792214,1.1564480523173097,0.26972169384918293,658738.5181072232,7.784344854178777,99336126.36195536,5.909994270127795,67465.97049777633,2.6272443251159388,-0.010058443947533455,-0.8084473179956748,0.10495143570576225,1.1890148529034215,0.2152433370685166,394924.3864770737,6.968492168666287,60831509.10682945,4.2409997884634185,65409.18460693657,1.906870881132536,0.024304263762834177,-0.3722469462641067,0.0628454950948627,1.144850657718788
S,1.010139452558839,3287616.081898683,9.76408183926207,290607593.4851642,17.609021202981047,58442.65192010196,14.449843788137663,0.01574791304879398,-0.4361691010859561,0.5302471377133826,1.197152900565884,0.7468763126585025,2515503.674797553,9.09993344789819,141049443.37186265,12.41139926237683,50434.08374402422,11.653099829143276,-0.023505579907811103,-0.7091466640515476,0.4007729129515619,1.1554737110232385,1.1747888024211064,1630929.9664200516,8.553823746057748,49935299.3672379,8.156046210066558,30482.264632371258,7.203734439834025,-0.007185945356083296,-0.5120883203144242,0.26351673724575164,1.1965965255566233,0.6677162383760235,929270.0956306327,8.0717023831282,59768090.24353764,6.318898485923205,57158.33509003079,3.6018672199170125,0.00401155373587365,-0.6645810345995375,0.14929348946432466,1.2050881843420962,0.5260677919641349,636080.3442108134,7.623362252384689,42499002.570249684,5.023135315375021,48460.41884927235,2.8391188674639984,-0.0056289366387910125,-0.4553204383578011,0.10357934920791384,1.1870188198664249,0.5145620475381818,438788.66974223155,6.878709306324394,14701412.037184352,3.161013667141878,35589.332970346295,1.99162069807176,0.026759612968438453,-0.3443462888513169,0.070551012188743,1.153680385884405
S,4.599789703414547,3332545.2437290414,9.462351775339004,14024242.859339966,16.334320744987753,15052.31000039159,11.94972418843056,-0.049737855944015925,-0.6517426245258022,0.5361272990942568,1.184012874036008,1.1886638788951773,1500693.8977771036,8.383454133075366,50190767.06129753,8.625980491599757,55263.24388508804,6.525735904320235,0.06129787380905575,-0.930318197163265,0.2393954584383439,1.1781485866652341,1.632892591847191,1198901.2458531067,8.577430373700714,12579509.364200285,9.766678385917194,35599.86995708392,5.212113741762265,-0.03118934953300193,1.7598029285765016,0.19001942118965826,1.1061022027317569,1.6844783960351506,683789.091643154,7.782367619415531,2784042.0383959603,5.516987444388715,12328.367818409819,2.6272443251159388,0.026334504364478945,0.07844496783016597,0.11123467840970183,1.2040535759860103,1.5044410361457283,439696.46092455,6.880446661003038,1299883.756165421,2.6908176308625715,7363.247937402415,1.2712472540883575,-0.0212965161796342,-0.8846466613735258,0.07308961504815409,1.2570818687749716,1.3440277959511606,257383.03271345448,7.124486233661951,1002126.3799107622,4.822311470376586,8804.334893135803,0.8051232609226264,0.029792200211990326,0.11306151556584298,0.04338193627021375,1.283417029836206
S,3.6738893666267733,2935008.201058541,9.649629168391535,43344671.37166926,14.944017780743756,21739.396809738195,10.16997803270686,0.018883582025236816,0.23648457253224908,0.5006935890494,1.3615214074535065,1.1079828709200445,1756466.886168478,8.956574079894313,92375615.93779537,9.88855952234405,46079.38596466834,5.127363924823042,0.0023476141652107384,0.36373709033536006,0.2937283966150063,1.3333734130983035,0.5376884679481071,1193106.1220119216,8.185561951737364,130939696.29448308,6.480788146498474,75263.82966464364,5.08498901635343,-0.00671153122339946,-0.7848028666402915,0.19300755138423872,1.205263384386534,0.4150747547398627,809677.8933399741,7.536372711509034,77158959.50419651,4.2496162907518835,58783.801079658464,3.2204930436905057,-0.023185613709474338,-0.5762748043011148,0.13216927247367696,1.1845054459230464,0.43463987707899404,561163.9869153221,7.632117282087377,36359304.93711258,5.49096696391387,46330.22563541781,2.2034952404198194,0.02035103405137935,-0.6191291789753737,0.0922359629496779,1.195974523626303,0.3602509729762347,343148.1815262944,6.9481483267869075,12510850.37630359,3.991091908277196,35904.14418798648,1.3983719794971932,0.009547170880995793,-0.9909762469803316,0.05535320971733427,1.178956688768661
S,11.590679749212319,3672154.1821811697,9.750785337472879,4162918.0693851965,17.41532692441646,6360.565147122192,18.30596045887235,-0.004519170227702132,0.05158045809309231,0.6013167816497674,1.2366731970696532,3.2330996907506786,1701269.3214583322,8.835238075332827,17995010.262016766,9.308414349792827,28631.83687674301,6.229111545032952,-0.0778507288285111,0.4828119409551759,0.28326090728846137,1.29762134323966,1.3984243783828454,1287794.130752639,8.47353422571584,16022900.682777027,8.393346128333409,26565.446671810823,5.29686355870149,0.014167007875053633,-0.7901457592945156,0.20757345325622784,1.1818862712154046,1.302098823374218,951301.6439580183,8.37378139478636,7360100.389152611,8.329208521637915,18317.20082256785,4.915489382474982,0.06918808246085502,0.6632557792503908,0.1556337953199195,1.1463750486917064,1.0712514363070162,538289.2110316807,7.388590483225907,3758239.7824940695,4.850740019836275,15659.34233998771,1.8644959726629242,0.02468739991413218,0.37200099747937676,0.08644877677859523,1.1861498364941712,1.244079572969551,372574.1079890942,7.968735061603523,2390459.491363067,7.934596501922078,12433.812949647287,1.2288723456187456,-0.022245973086842195,-0.6007733316488815,0.05922087693109542,1.2343096843669212
S,1.338896520216881,1999955.6459032774,9.647690224750953,185992487.8243113,14.519793495633026,60179.61682436099,3.813741762265072,-0.02610311048013443,0.15886965447281476,0.4145143578530938,2.076051111015533,1.0268618700169758,1915204.1143023812,9.460946902509358,141757836.91020384,12.319847452544355,49703.73015999971,5.423988284110325,0.030532701537224538,-0.09172118361887316,0.3490454844928351,1.6389905172130341,1.004333872458424,1594426.2504151827,9.026274538914334,50694437.154188976,9.436367154380262,30514.164213221266,4.279865755430803,0.012321437772856398,0.6100013926904979,0.2835374196844702,1.5612966884609079,1.1806710151801822,1031968.1642816663,8.473363839380145,24527696.838986684,6.6554492441631465,27976.784591539905,2.7543690505247747,0.011092319575434452,1.087856548482641,0.18276142876624696,1.6315208057589632,1.041430617491323,758101.2437839716,8.028140680738398,23205170.113293868,5.2205074993580185,30562.57928756242,3.2628679521601174,-0.004871778024290673,0.09784397008395862,0.12857407488951522,1.5133512173668713,0.4337394850873638,523080.97552763636,7.270146567748368,31134887.07161148,3.0775008417477734,37170.805359326965,2.2034952404198194,-0.011944754636436314,-0.7745517967700719,0.08852286290851002,1.37755891361915
S,1.369197081164519,1880247.359200459,9.148300168161185,306988670.3826101,13.087263142362533,167570.6301004614,6.610485721259459,0.02789882490348601,0.05542012740300972,0.3090678470413185,1.4335821787248044,0.3408285750463321,1416673.4057150742,8.124662045596867,176025285.4041855,7.935442382472997,125466.84693134118,6.017237002684892,-0.0012866705584085429,0.2030470065882275,0.22282218199001233,1.164593958689898,0.7967716123203321,1228535.1447555404,8.176626917814044,21884063.02656227,6.792171330648836,36332.98856098548,5.5511130095191605,0.02418373082206049,2.883069853754958,0.19930336847404112,1.2594176233022247,0.9405888660008832,852687.0730428809,7.57306307702659,12762029.642329162,4.4215473483223615,21669.10804179633,2.6272443251159388,-0.002608962237405931,4.923543225578972,0.13923416793436177,1.2110159645109646,0.8475345337405957,619093.4374624596,7.05114411312653,4778468.298643433,3.0922474450491655,16069.02088447824,2.7119941420551625,0.01206043906407807,2.3112698141624115,0.10024154889021777,1.1589949223387706,1.351197825784405,344763.9082465303,7.115202972244035,572847.7675531113,4.2310701542955504,6281.256430561656,1.7797461557237004,0.00204816034564071,0.1790550827702564,0.05731248165674438,1.2581295423798813
S,3.384982633987773,3340130.988095606,9.634051398285594,42901965.58027492,16.406021861168,23273.375355221062,12.500597998535515,-0.03477073364866233,2.1294129616109077,0.552897393491476,1.281865010990801,1.0220851410901475,1933132.9865147858,8.982399820572367,118058066.20965701,10.699765442261219,50276.26180476531,9.364854771784232,0.022099475303450883,-0.034483395619249624,0.32080702777340564,1.2381359858950665,0.3710053368748945,1268010.3966039328,8.198711867308877,196485406.30857322,7.6346614256636265,107779.35370422529,5.593487917988773,0.012344021265840305,-0.9474107110671,0.20114916384042195,1.1123188536267752,0.8394925518040485,953947.5022389449,8.103021951543905,29283760.2257344,6.940982038310183,31647.081704276658,4.534115206248475,0.04166879509769142,1.9013327592128988,0.15142235872782883,1.1645827089671845,0.8852602999000923,636767.5614856152,8.046728244370854,7057286.59585749,7.44841089728865,17992.113849328198,2.9238686844032222,-0.021417538781041717,0.1802941700356926,0.10077304188132778,1.1650345571101575,1.1167014128434423,422163.5634814801,7.485771246544703,1964221.4726578803,5.754025579182782,12843.138273040042,1.5678716133756407,0.006135813218981853,-0.49946168908372446,0.0678737867443907,1.1695992346039756
S,0.5737682579629068,3392471.0539686237,9.607209545106022,905375868.8731868,16.20118827730077,112670.66081893166,16.314339760800586,-0.041049945979587284,-0.8260467660283037,0.5544746505753432,1.1953027038183957,0.4989237687164303,2470223.242060432,8.959463080244182,308349286.5920515,11.77639366437353,72189.81090359768,11.695474737612889,-0.017772910707595197,-0.6355723322068747,0.3967419096048157,1.1252156083346658,0.5329841519992915,1534460.600830302,8.409231288491588,122968251.91179512,8.079063258163366,61447.06523911247,6.18673663656334,0.008172130098717666,-0.8738614407824947,0.24622946005506388,1.1437753022702897,0.5494217055279317,965139.6984416661,8.523453616698037,72508151.30770794,9.166251564514717,55682.056566780324,3.7713668537954605,-0.00678932072843744,-0.7003173448966833,0.15663982062643575,1.1654542268236656,0.5286565342788355,633959.620998947,7.4662593133718484,39298914.75822805,4.560436477259472,51517.147484598696,2.542494508176715,-0.0145174843895854,-0.521401598799919,0.10265713634077735,1.1680076274344335,0.3994772327563719,449563.21223403903,6.974980812606141,14477866.73329843,3.5832422420308356,30496.798055838615,2.2882450573590436,0.015818365764699378,-0.6448051872003409,0.07313324671847604,1.1557117148814937
