Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4
S,0.20416951179504395,1.0827102657734224,2842264.444853187,6.852933076571774,12263771.444771565,11.990174874379367,20533.367117204434,14.071904296875001,-0.04720381290967408,-0.4167217659363329,0.4709168082203796,1.2964580299928647,0.804808493610188,1666427.2825044426,5.638721433215148,11826737.243430963,7.039822281994381,30237.947696899537,8.307509765625001,0.034195701619879254,-0.3875783801612469,0.2689536654119568,1.183600820641955,0.36787405222175706,811022.6314329889,4.474224565468205,34721094.62401658,3.4229686545390776,50323.64206420926,3.5603613281250004,-0.010422171973760748,-0.7110553149851282,0.130272038709708,1.1381241099820285,0.4103403000209373,406093.72815632384,3.2398133047771815,6402043.048346068,1.7457066522865845,38662.903463625065,1.864951171875,-0.022450810733488185,0.5924877105723612,0.06450359228131153,1.1048317974884492,0.7147117316400029,132865.25798389307,2.73469404878876,341631.629279054,0.5987013892741918,7199.453663239835,0.33908203125,-0.032156921333832536,-0.57347603395612,0.02363150260465191,1.295951308431516
S,0.20416951179504395,1.2569539630216564,3608498.4172433903,6.2487494357521856,16367650.902513802,15.354919299741017,44912.2808871954,15.5977734375,-0.07379020303934744,-0.26557300371597625,0.5594052252890643,1.1386430236541498,1.1672743011018445,1554764.6987297803,5.8944937254424525,7216494.741393127,6.399180419044301,20752.734316870403,4.577607421875,0.16907445014945563,4.4509628658327856,0.25210250257993355,1.3435335598753206,0.5145423893120081,881096.0221872408,4.862472525629353,15872856.662297182,3.6596054949891363,34138.39944376995,3.5603613281250004,-0.028726955394227618,-0.37170358919137003,0.14667533457973403,1.235237392635572,0.42216470280499774,431684.6454672448,4.016467599197008,3001910.956593288,1.8602907667968842,17313.19747235033,2.2040332031250003,0.04052458980274844,0.4447011698570873,0.0720396489056638,1.2425133896594773,0.5421040564684334,194056.3874124093,2.985935428342023,2297442.571052189,0.8604750096509108,19578.94395674245,0.6781640625,0.2422206823826039,0.5831978697389464,0.03263399666812884,1.2890607471906426
S,0.32914042472839355,1.4420992098168288,3416948.269508826,6.743801500704632,7898412.715939042,14.682103667328363,16949.184380079416,14.919609375,0.050728481834310134,0.10098586731882886,0.5488475170130734,1.1570104916488044,1.3073929773804531,1925074.9746233493,6.094062975116478,1104155.5183381336,8.351956738157986,6447.930749411173,8.646591796875,-0.011323036128004107,-0.2727506288170942,0.3155664448628158,1.207797517985729,1.042213504225727,895966.90584279,5.250199056387694,2308105.6353761777,3.875671746167284,12570.558882833768,3.5603613281250004,0.048065787619058976,-0.2107065305592597,0.14993276874696565,1.2911210467088237,0.6145895248965183,517296.44804931583,4.071430875878576,725248.4276158196,2.2366494181683185,9107.987815528275,1.6954101562500001,0.014880723730751185,-0.4513687436543057,0.08383766309196143,1.1999294496233353,1.3221232476859468,200800.0418225097,3.4088044271134197,152650.99218984268,0.8736171157495999,4295.987773472082,0.8477050781250001,0.2531500206029766,-0.15932300857964288,0.0352918553020107,1.3197025250374774
S,0.06248831748962402,4.996893407921846,3085915.191257231,6.312828788527971,46921.67386169874,13.187937621626977,1786.2620714298766,11.359248046875,-0.05026888507928356,-0.5287438948766132,0.49929838374781366,1.204501753045534,0.8921405369171779,1414243.0429057246,3.8734007268342707,2418049.355836242,6.073477382148624,17696.7407260565,6.612099609375001,0.03911843165868274,-1.1963543198278608,0.22077698962828768,1.06012363290773,2.4875535701018747,571022.5908490698,4.003496928281269,5773.350010812249,2.367239777490918,896.8374410629434,1.864951171875,-0.11645800479843077,0.6308680101673114,0.09320840414873575,1.1635553026978365,1.8448014135320139,257921.61328019912,3.388250624278347,1129.3235656697857,1.107531998497663,381.75529179182274,1.356328125,-0.057228250060699905,-0.5103042170010892,0.04353116421608651,1.2116698562833654,1.8085863021612132,107177.68067511337,2.157028517142308,942.2055532498838,0.4652099596167785,485.63938661966614,0.33908203125,0.0368342092680672,0.17353560308839944,0.017271920319402796,1.2231142397217813
S,0.32913994789123535,3.270045211738427,2414994.702571279,6.814790213974959,557539.9109648817,10.232934520553165,6831.0953412224935,5.255771484375001,0.0335833570290256,0.3752745012138523,0.4277928601323974,1.4817159639755013,0.8633772092679561,1230356.80702829,4.951109070073933,32149726.98144726,5.264016704048769,83150.7795644202,5.08623046875,-0.0540107011051734,-0.210044400554517,0.20337854421164717,1.3184686204334244,0.7000831957706295,733413.6984660295,4.654228222151548,2900143.277066202,3.0256859101237703,15748.227102909188,2.2040332031250003,-0.029292387882499556,-0.319917951768534,0.12174134524945499,1.2302579295175786,0.6696837623080635,381257.68479117035,3.6682836819609594,336345.50902527536,1.6411261836178452,6819.263843268415,1.864951171875,0.03496926155128205,0.3547300415390584,0.06184813386902282,1.176821091590399,1.1384678428308102,156430.42924647094,2.7930316891452645,87549.67781253914,0.6918015643973602,3594.2693442945492,0.8477050781250001,-0.32648713482782526,0.7464273206682561,0.026356630122615868,1.2231342926678468
S,0.10934901237487793,10.16797817867633,2706587.747734015,6.978236290680479,6649.124515721132,11.472194554666123,610.9786497924042,7.968427734375001,-0.24362505007847277,1.8740172720073165,0.46812144596140076,1.424083451744149,2.199058177837379,1362722.2099708146,5.0628792728936505,447025.4912011184,5.798084891970939,8091.738864776364,6.103476562500001,0.0234309434068213,-0.4998867139523293,0.22036415422422204,1.2284355455214533,2.284198925139922,744443.3870654277,4.7499703044660455,21446.592721757006,3.200521781449199,1496.5403073880684,2.71265625,0.009704852409971034,0.35289387665425886,0.12375702962034427,1.2481344264002854,1.4487185094090296,318495.93882263877,3.5210753268914217,3366.062319860052,1.186666985282555,590.3186413635678,1.01724609375,0.1328214239534911,3.2503287464151427,0.05340415124820727,1.1711566124775132,2.4828165173576933,124660.65778216961,2.5331143923655794,1657.6869111210303,0.6212854303479081,709.196066635778,0.6781640625,-0.29068735210198143,0.2381643384199843,0.02370912775835726,1.2129274071164842
S,2.8388564586639404,1.0462622929546685,1226381.371076326,5.7526156626973295,47881528.9128903,5.30971548376672,80065.15920184672,2.8821972656250003,0.2574523719635334,2.037232500985022,0.2944784687146853,2.773157523982902,0.8797185569878972,1352640.2936217687,6.1590641556229855,2705201.1927542957,6.084355376636936,14157.016968101414,3.899443359375,-0.007792418341561637,0.3462691810292431,0.25742289704987315,1.7542658094907317,0.7443687506091923,764506.0653178246,4.99236225224915,17660890.0640642,3.3426646539375477,49363.43363435469,2.8821972656250003,-0.5762256917589277,4.1597173182084894,0.13324388065854034,1.607161662572642,0.5458591646310637,449641.5821301223,4.201212863724758,2546071.9852907956,2.0101183882884395,14273.390929663845,2.8821972656250003,-0.11970624995145278,0.05146150589381682,0.07538418615059499,1.2801554191928448,0.4373513268280133,189136.34264202663,3.142913984726778,4474962.388160094,0.8282972007515259,28541.575258990906,0.6781640625,-0.3363875147818743,-0.4236480188070786,0.03161235418924938,1.2606360390790812
S,0.09372925758361816,1.3377431726046096,1856144.2330953598,4.399435110708839,116488651.86416242,7.93891888678159,191984.62365218284,6.612099609375001,0.05720168969214557,-0.18466217749917657,0.30555980587549525,1.4223240575217402,0.6443935705445792,1351939.573622849,3.577945302740459,26643103.155220013,5.881249061080256,72393.44165360184,5.933935546875,-0.0029171085170352825,0.14636343512571548,0.21155165822291475,1.0759882800032816,1.8182512241700124,633295.6252024121,4.124239283930489,42696.02281624825,2.6607759877237744,2995.105669155108,2.71265625,0.22404006347593908,6.536763987410097,0.10241875759178813,1.1826519237427495,1.5665340136301238,181185.35348373977,3.265719555485344,13084.385386253418,0.7403704220662786,1599.3406604150186,0.508623046875,-0.6512043860671601,2.5125120331874893,0.033294577054978236,1.565253749143157,0.819635341967018,25777.099734283503,2.082605278732494,2379.730633351463,0.3021604547082622,834.9280986444353,0.169541015625,0.20266993342017195,-0.17526798775885943,0.008437179307027582,2.5539345463852716
S,0.12605667114257812,2.962820455159404,2596323.616163703,6.802731782314528,631250.8707663496,10.985778122161129,4985.52595117195,10.850625,0.039815497963913905,2.434323277830397,0.4468475036634162,1.4123275639326285,0.9479333084614242,1320444.8486171225,5.236049828278759,23080884.1161568,5.54595725941303,53893.98768788051,5.594853515625,0.08272767556186197,-0.5962742451831784,0.2235690826340366,1.336488874288318,0.7302430036017682,1010873.1140988743,4.811457359272786,1782751.4498119939,4.373498519709399,11384.493321396865,4.068984375,0.030974732426393006,0.41595815539976844,0.16419453147637442,1.1472867132894797,1.57899096693407,412830.74350501486,4.119216048718274,26648.871087850963,1.7809424533048974,1285.1947527421244,2.37357421875,-0.25323805949771916,1.4782655057023577,0.07384430980985493,1.2969227083038286,1.1869766655793423,119662.43758094576,2.8577268390838673,100522.93192783187,0.6146427817671065,4446.387942809508,0.6781640625,0.37943887842778123,0.892534009954999,0.02485312400506438,1.4455054817917992
S,0.4072432518005371,0.7351901032655747,3484333.487305181,6.779738914962425,63262088.56392194,15.057906900744046,62204.81868779122,16.784560546875003,-0.003265690769592901,-0.5482256093590769,0.5657325565924277,1.1712836820352557,1.0448096125683177,1939899.2434179215,5.9074694156563625,11336331.293452028,8.39841576932774,25693.690670291162,9.494296875,-0.007106726131509492,-0.013264092156441532,0.32128706782590555,1.1742032786001324,0.7640720563921067,934513.2731814075,4.854262496726581,5203491.90957454,3.939808176024257,19482.457209116594,3.72990234375,0.020365335735231378,-0.3562750227021634,0.15392329632796933,1.1668883826347416,0.770784055932393,477844.89026502555,4.008283371688061,611019.9032193719,2.023866118924367,8442.565283065269,2.37357421875,-0.05364770931893813,-0.31908210909784174,0.07786394886012354,1.1702238309969288,1.3328330015263132,182253.90090690725,3.1970556642896897,94407.13560546943,0.7734008811062334,3887.330043294187,0.6781640625,-0.06475209205864083,0.10179686385771758,0.032448792276174546,1.3122235396918556
S,0.29122090339660645,1.5784287051800243,3048414.9611067707,7.055860870550593,3827651.924059325,13.041377859286605,11639.029798978136,13.563281250000001,0.05989842501138527,-0.37223470973453976,0.5152237413160767,1.3193948792681944,0.7657457322973743,1586980.8885091103,5.699675775802285,11969025.35748017,6.903135085663614,26060.865738626977,7.2902636718750005,0.06624035976358367,-0.20043686919987724,0.2618776618297378,1.2087548058795903,0.762339275074936,1013974.5227291265,4.8290941418103,3015335.82964008,4.380778267430927,15158.887766410979,4.068984375,-0.005600644517493111,-0.37063330959818774,0.16410321740724515,1.1473758553045006,0.8757013466748058,459147.1510952215,3.9952972956397286,308394.8388344415,1.976492497036553,5319.981325035989,2.0344921875,-0.011576491434217087,0.12626104826939955,0.07534300772548393,1.1969749501702456,1.471714359614584,156949.44057360027,3.2458514476636164,46727.69150463952,0.7806146933465128,2201.258375910836,0.6781640625,0.21391186398952147,-0.13646569162564015,0.030140421166435755,1.40889679991772
S,0.17222809791564941,1.217423438476522,1797603.2472370793,6.094202897187571,33276726.716917846,7.7415851238040565,54838.00291923001,4.7471484375,0.007899692804492695,-0.6629554014555996,0.31728538156465025,1.6302787159654446,0.24531814649277958,1109090.6562494829,3.551420922363986,413916060.2972809,4.749962940937445,382853.72572804685,4.7471484375,0.04242723228468512,-0.6393069530668889,0.17561948927193238,1.0897615085909385,0.5662094480865306,473790.8668431989,3.4244716686079992,1668553.0825669009,2.0654100859521014,15854.76684430994,2.0344921875,0.0571392690858906,1.5725648305596707,0.07563818646400752,1.1122564756605338,0.8080134254131913,213771.6969274858,3.097345889004852,21388.275822889962,0.8948220757515833,1670.4401789445324,1.01724609375,-0.19394026193383426,-0.13071955964576132,0.03299475600413277,1.2884171420744168,0.7581706678702304,47251.52404401418,2.046783459190406,95452.6870648589,0.36054138955588727,4874.4490483802465,0.33908203125,0.0018688800781240956,-0.5094558527151061,0.011288159487191111,1.5094554636834985
S,0.41289544105529785,0.8269540898926213,2667428.547371122,6.061563176609714,41782995.97858381,11.603484895281115,54026.8682851678,11.020166015625001,0.00881695908762908,-0.910888675218092,0.4418922628399309,1.2898003420565138,0.19890135263994094,1384154.1259043757,3.7679402350092324,505072148.89658374,5.917377844799232,275676.84142812423,5.594853515625,-0.04006569805063684,-1.3583446012412452,0.21821734186274677,1.0658309960877272,1.6092617994432907,583053.9196300844,4.396249106474369,15097.899626325732,2.430290841748013,1243.9428240470363,2.0344921875,0.006280411256380987,2.5310380848750853,0.09552306557631786,1.2536709889479345,1.8383272519456122,329549.1008047664,3.2988144497853042,5617.177023520118,1.3410182994652653,1007.8770538357506,1.186787109375,0.14512835103453106,0.7776914086256692,0.053598090643000286,1.199682434333705,2.4002956305069287,76197.31276310179,2.587459171041167,3718.63444801307,0.44085816001501565,770.0293129157365,0.169541015625,-0.1617010259806415,0.4131002833446704,0.01706194079791735,1.5166041564513164
