Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,pow6,Cent6,pk6,freq6,skew6,kurt6,Hmob6,Hcomp6
S,2.3478128910064697,1.8677035255289278,271256.8348347991,3.7214378645310044,194336.4878905934,1.158786765111116,4335.550125562549,1.01724609375,0.0419773548195723,-0.3481061048835503,0.048337986814039766,4.365491824336215,1.5368673101473167,2274272.3828295297,4.499359120084943,725527.7523622311,9.72371391857781,6686.88188916355,10.511542968750001,-0.01959521805893051,-0.15979042604221405,0.351621186769031,1.0210493276390602,1.406371730450745,3754188.361420733,4.36435019643108,1608330.6226675962,16.071213659289832,9724.161447803623,16.106396484375,-0.016955271154017213,-0.7476800180112759,0.5746458182127019,1.0070037946650527,3.444022237214497,4639057.614627108,4.814329909370099,261678.03053385072,19.847573922591128,4323.388042428165,19.836298828125003,-0.014253968118516943,0.2248414670488259,0.7047781325204983,1.010032427271114,1.0776360562526506,3063420.7622256973,4.317374211853768,2577829.168557059,13.095358776133368,13702.504267194547,12.8851171875,-0.016016376142086227,-0.795598768784584,0.4699929474498281,1.0088874290112768,1.1100705330558642,1399595.8048814517,4.058877638782302,2105277.291650699,5.946455963867973,20814.621494226238,6.103476562500001,-0.03998154872153824,-0.1093335444176784,0.21909652780844163,1.0479502373693566,0.5069312915914548,764433.4517840279,4.000554777213607,16712109.33183739,3.2197178359367156,40708.83130351991,3.5603613281250004,-0.008993324317061008,-0.7411715094830282,0.12189014996752126,1.1006348473415402
S,7.442548990249634,1.0231636538533229,202829.20716230525,3.0834170736456734,850315.7274977793,0.8906937710500674,10802.638091899427,0.6781640625,0.16700093827339135,0.8038790392092436,0.03562383830202021,5.938053057815805,2.116462838826092,2237540.662039734,4.725193310552678,705283.1306405226,9.522193533010824,8103.734915724024,9.324755859375001,-0.020945230716937806,1.2164480941164904,0.3454653221105229,1.0320019961963518,1.1791572235534205,3992499.294091892,4.194856619147873,1812067.6092749762,17.00824214616097,14837.190673274707,16.615019531250002,-0.00861037086527499,0.27357324956303364,0.6088950230677148,1.0052469799286812,4.165031224885793,4953856.718882901,4.990044139055316,117671.94112245363,21.20102203545171,3257.38863321416,20.853544921875002,-0.007753591053845494,0.2465808088364705,0.7493807981185372,1.0096514092318902,0.8093749460278975,3514960.6531451596,3.9576214389146416,6526807.633796872,15.052443766882083,30446.929351412226,15.5977734375,-0.007314942329841007,0.07712716465759417,0.5363451221854204,1.005112396370169,0.647775172115576,1139144.604544939,3.778912957743729,17760108.26687123,4.8316707854059056,61693.16853205046,4.577607421875,-0.0400962889672235,0.14201219227624984,0.17861933581787387,1.0548026356977531,0.8225665734257249,593268.8920762064,4.003051503362129,5714365.499116557,2.496066116864334,26676.466665272495,2.0344921875,0.1534544361536482,0.450760089361137,0.09601843025570106,1.280525371178314
S,6.714585065841675,3.751338128672144,317244.9833175842,4.017780162383896,34240.2041001288,1.3537721712393473,1768.6854893021423,0.6781640625,-0.11805475042253417,-0.40803424659949084,0.06048375341375801,3.169686448796879,2.964396785294547,2295979.1712356308,4.973307900703498,157736.0169502385,9.773806519726012,3066.2922522562035,10.342001953125001,0.001034141090936272,0.03865084468711055,0.3578863757331107,1.0312319855569223,1.939096687191542,4527742.662753349,4.284529218797892,480290.8035187566,19.377886708360595,7157.242974792729,20.005839843750003,0.00038235619609996383,-0.5153990471127301,0.687056861149659,1.0037106282491495,5.1140273589764655,5475995.986876295,4.830012422937156,52654.204135242406,23.41765335314692,2065.430498942178,22.548955078125,-0.0037510079099262184,0.4645460874213998,0.8242161833384939,1.0049178383511819,1.1520539027500882,3861895.2569972523,4.038542263454745,1950579.5516571805,16.515597023029247,14655.226308181931,16.445478515625002,0.0001528599239082105,-0.4128121823700521,0.5892153623491958,1.00378720344627,0.9947592310341102,3228943.214819953,4.212196298134945,2280384.7320311116,13.829444181590112,14574.877355288912,14.241445312500002,-0.006173143564009094,0.12095208033408644,0.49460477476583836,1.0063943094473782,1.067982951484786,870789.2747373274,4.417110752204867,2953599.686390051,3.690175377110259,19555.349059196866,3.5603613281250004,-0.12120679033321792,-0.620012333769616,0.13929429685373904,1.1356456584117838
S,2.857715606689453,9.101551622543052,175431.59033703932,3.1352014679059907,492.3650659206864,0.7774295306364416,307.72658049755466,0.508623046875,-0.18272394726360877,0.6099102110268819,0.035500342532320005,9.624162083493168,3.7220636197959656,2536217.3276306875,4.040773921258167,14216.272682152803,10.956819417604233,1416.2373951426566,11.359248046875,0.0013097323749968533,0.14869844571874102,0.3907672999266431,1.011160345476719,3.854079520737991,3073374.5799291506,4.076841246940625,12986.035743146289,13.132457924043825,1458.8413088468628,13.224199218750002,-0.012571698056642214,-0.29389537837204927,0.47318095958185763,1.0088220385719446,8.539434541904654,4471395.637747367,4.630240889027793,2675.1718590787564,19.008582435223286,580.6519156510184,18.819052734375003,0.005197947018382499,-0.5275207634452936,0.6817134895706162,1.0083061493927987,0.6265774919518188,1538208.6847896948,2.701625864221378,886838.1452421846,6.549180096312149,16495.974016034386,6.612099609375001,-0.0008435013419969686,0.04341029587056866,0.2382863656793805,1.0072779842986035,0.6523566921912565,1300624.836818252,2.7430308819797498,473831.0115431016,5.661687140636344,10558.09475198897,5.594853515625,0.00037776480536626803,-0.1582848282008893,0.2005141742941159,1.0122363796174179,3.379464621719681,636727.6930055066,3.8119288330393184,9391.234578265692,2.7585952486406016,1196.4194274803572,2.71265625,-0.01727368158574285,0.6356933350199667,0.10120254911192787,1.254846029030687
S,7.426304340362549,2.1887718426920526,223551.7830284605,3.4840300949954193,32512.997458869886,0.9943849734149114,2555.3322962549687,0.8477050781250001,-0.3639452873887078,1.9383006083689454,0.037326911428674295,5.376392459553486,1.9162710523687752,2304680.244960791,4.116113819668147,225577.48269783187,9.857837846781218,4983.074174509817,10.002919921875002,-0.002502803066925464,-0.534766547052898,0.3563956343813478,1.0158430935969285,3.5277718745604205,3115002.6091220113,4.475072005635432,69239.69253836836,13.287469970674476,2818.1428207117024,13.224199218750002,-0.014484930646691718,-0.42267379214609235,0.48002240874162405,1.015339144623609,7.903881303001998,4406002.037108164,5.1489226133251496,13825.638917354057,18.88111632755313,1153.5255878187352,18.3104296875,-0.008213636010629122,0.1622974333173426,0.6707426308855118,1.0151865681592052,1.1414450194412864,1647935.057972809,3.791320976599882,1105406.3504597605,7.059378567614473,13399.766110322927,7.2902636718750005,-0.0038085475122541035,0.09871139124204165,0.2558671702968395,1.020232497226674,0.9177462158237819,688232.8523334905,3.921842404336161,1952745.3854508544,2.9194578338887434,15534.354548402223,2.8821972656250003,0.08153169395207129,-0.37378675610779144,0.10945403006272085,1.119094892404891,0.46999511725062504,1158977.9618644305,3.2452221865625104,12728829.077518694,4.968392656197518,58382.071990276956,5.08623046875,-0.009754463019274382,-0.5387158438879331,0.1799249321324773,1.0220026784448755
S,2.3890833854675293,7.2526303478721985,193944.65986668266,2.940174547433894,484.00066700504857,0.7823543798282607,273.48872508288144,0.6781640625,-0.035180061690778884,-0.12759662118933113,0.03676343738340345,7.673116546092197,4.476217425426056,2400562.734146241,4.179559343318253,9092.997354334757,10.297553881843946,1283.3376111916,10.681083984375,-0.0032569626561202345,-0.5274650893274146,0.37076475551716276,1.016139518732436,11.719372949585827,3545726.1558864075,4.899754630932503,583.2717064685582,15.183233332177775,225.74678698286743,15.428232421875002,-0.0026048787728214697,-0.03956852774721087,0.5429413830898594,1.0152749545604494,27.19799382013586,5006262.624422561,5.3889869644544826,94.884276101672,21.446183201811486,84.7703841878072,21.70125,0.0009935106167299397,-0.12179291041526907,0.7576992612773197,1.014261229134484,1.3655270364579726,1479365.215273175,3.132495939938275,231731.41818740137,6.3354539756968995,7490.524052291343,6.103476562500001,0.02447827884001322,0.4518352935192067,0.22930837067802937,1.015272510151339,1.3152240278774232,1169909.4207162561,3.1186340215361765,121951.5926998496,5.073981267287415,4263.544739830072,4.9166894531250005,0.014653695997353559,-0.31886440713203035,0.1806508944152944,1.0239829316761366,2.8506276845291962,507950.43749172176,3.608925280256167,10575.86028213505,2.3472312298011535,1486.5116688431235,2.71265625,-0.39203814545953836,0.8902886150352609,0.08130960119221045,1.3335629307513672
S,6.122907876968384,1.0094339648891986,178860.44434276453,2.7201011361708627,669474.9989940041,0.765568855062543,12411.848073585936,0.6781640625,-0.29549147365279826,0.20349150493727208,0.030819223426239824,5.11162879193207,1.590476393421283,497555.5459381895,4.218817713181027,594315.8314234358,2.178645825190488,9226.367991599096,1.356328125,-0.5607463183384511,-0.02749528991086958,0.08377835273156854,1.4855271319567045,4.715718255682377,4605641.2345461305,4.778560455051217,51467.29959291317,19.711772648368378,2377.917181957154,20.175380859375,-0.005122012185617355,1.7861189225063079,0.6991242519230995,1.0073434069690321,9.107827166225608,7031849.064413964,5.226726714025282,8200.919253599552,30.090121067573772,826.4195920323403,30.008759765625,-0.003053084484602381,2.257282974912715,1.0365506918686638,1.0052830859983513,5.4352984699332,5695863.388246839,4.888263669827855,30515.537242676695,24.392067002254336,1586.418791187301,24.75298828125,-0.003934128678170335,1.6187813786322387,0.8541863697742191,1.0051530895569531,3.440142956513573,3487804.0166701055,4.656460260035447,90254.81570990468,14.94022599743372,2886.935811375978,15.428232421875002,-0.003989535436559472,0.7872167110024355,0.5351253622261438,1.0113819467294833,4.1305563570815975,2469037.736191935,4.810383980968919,87547.56579895178,10.577519805061614,2587.9692578468316,11.18970703125,0.012784179447309758,1.6445871000461265,0.38217500310108493,1.0274843529808368
S,8.542272329330444,8.802527559130517,287246.1453707115,4.080188342842782,1628.6379106319198,1.2602456125488362,498.3782671134726,0.508623046875,0.16033281691753495,1.6581823793011425,0.05733078503133175,6.196873371038083,1.5304922090377215,2475004.0668605063,3.7076026249205754,160649.71039484395,10.682364393178768,4873.57293111607,10.681083984375,0.04034471571596907,0.9510549462163045,0.3807703961614924,1.0095097048660875,2.059057666698984,3183591.271576904,3.2811511583564585,432316.4829286941,13.60602651779334,10551.410694694458,13.224199218750002,0.03248394704271793,-0.009459467985279968,0.4892233822973286,1.010662427042436,1.0652941331946395,2834214.579666954,3.306506023580147,930311.041313001,12.109732970996317,10610.654510698854,11.86787109375,0.027574481938664127,0.5598585112905816,0.4360082385509329,1.0075345612877604,0.22726613381165386,1449488.1265861928,2.1965770848160746,37656946.64289904,6.197496894941917,103061.77755556456,6.273017578125001,0.002138865360739357,1.2182207015862163,0.22427673814891227,1.0065360665783616,0.5265938986813442,1265474.5029314146,2.7071361608442848,3496848.1609181506,5.488015182494647,32710.196876305126,5.594853515625,-0.004488409941402423,-0.029845649825508413,0.19549392029873658,1.0207227260221425,0.1897126019253931,1559691.5389120972,1.786985421695834,57119506.29161279,6.670720722885279,150419.61820897541,6.612099609375001,0.001033018575485802,1.6642899450426496,0.24106025400401507,1.0042412216633965
S,7.375325679779053,3.8428068290922286,199579.0527579613,3.3625605545082577,11966.901379273922,0.8349131856710241,1382.095746079916,0.6781640625,0.24691091490594236,1.58295363971141,0.03943554140352125,6.593795628872563,1.310855321142053,2743176.7308626333,3.9204643285028102,622953.4878222609,11.645815507053808,8248.88008338014,11.86787109375,0.003063742621972982,0.1133413549561304,0.42288399278126076,1.0079735580800964,4.639475936791773,3785533.1402637833,4.836555430830293,22731.626805329503,16.28102590131883,1209.7217330293868,16.106396484375,-0.002838748864751386,0.24343700194498785,0.5763029203540262,1.013577177543101,10.898932553494138,5219536.160972148,5.2944756331501335,2922.4911883554446,22.37836500699225,389.9997609376183,22.71849609375,-0.0009116680950744423,0.08935979256526894,0.7874257909171003,1.0108677799770909,0.4585620744243252,1379262.3882564004,2.771635581435158,9921365.920950761,5.857264651312677,46949.48502841881,5.764394531250001,0.011259344023653027,-0.009411069629408075,0.21459509771624802,1.0138366033467432,0.3366786216304952,1196299.3511229116,2.701611537536442,13612264.498754647,5.167498464298809,63815.80487328356,5.255771484375001,0.02714526210343677,0.10921165542480527,0.18519272420962957,1.0165058010151147,0.9962539090755574,2218514.773470595,3.6827524301007553,752536.3860938251,9.604715050957706,11474.346467094172,9.324755859375001,0.014228415499259598,1.2851694620445064,0.34126086220277324,1.0103844378266367
S,8.780900239944458,2.894916323129016,318285.25043994293,3.952987053511703,50587.467544037565,1.3224098192145022,2297.5205617530423,1.186787109375,0.07628229533243083,-0.27539792201488833,0.05901524341221661,4.608015732719925,0.9659066631934343,3122861.1472090892,4.491996427748586,3820988.718887211,13.35037234326078,18387.33332357079,13.054658203125001,-0.008014320634708567,-0.35551358435691993,0.4788711389888707,1.0106570989045864,0.9623808968340332,4510789.937820259,4.357153167503476,5142883.537888634,19.29148320783164,17501.030979641604,19.836298828125003,-0.004327929306300822,-0.7237917288391289,0.685430596757259,1.0034172520316669,2.4160787537853516,5384488.505610069,4.820721175373689,636829.8220272007,23.057636613833136,6456.679093498653,22.548955078125,-0.0010889566683764138,-0.4753382164108504,0.8112046456685388,1.005585706150579,0.5712240050638252,3826475.9012767775,4.0980452333873405,24037569.668460738,16.397606868625576,57610.44149177434,16.784560546875003,-0.010031565075858924,-0.7160939447960777,0.584298755763649,1.0034330943881902,1.4148047021725974,1992825.4957835267,4.553380954664824,1528377.2328079548,8.499150965616872,10949.157962292655,7.79888671875,-0.006706838173260314,-0.4051082558566539,0.3109143789388294,1.0376979598280278,1.2528049002560961,985115.5354329576,4.454218688710023,1477978.9229006006,4.203618105992392,12049.926070039499,3.72990234375,-0.07129364501738643,-0.25858096508337525,0.15759431181841932,1.1373218272980827
