Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2
S,0.38796091079711914,2.7776027876427287,383652.48995689733,4.067432792539757,544330.1305957836,1.613464742517437,7387.899853111565,1.864951171875,0.06610477557887408,-0.35737009241681683,0.0783878621242694,3.9911030023985354,1.9420306500787765,3258835.207048897,5.41222623369133,6265585.433816014,13.991270619559563,21759.10232477763,14.071904296875001,-0.06329658569392049,0.1457119567464491,0.5021214598503082,1.0348105197032276,0.9009877093232537,943726.7146764111,4.695911857667427,17167001.93012273,3.9968358077160584,40123.29596347525,3.5603613281250004,-0.36197638500877577,-0.6604807207626076,0.15356764126638814,1.29629900980168
S,0.5465366840362549,1.251544020552592,312256.90291028883,3.7902239061164527,3660533.4883004013,1.3426345866430893,24934.293285448464,1.186787109375,0.039259856990440455,1.4213213277530699,0.05865299799693251,4.155752065073125,1.2162304718942243,3690884.197925233,4.86828810815365,15405897.502986213,15.73545800033045,46541.82433652036,15.5977734375,-0.022583971825106856,-0.1679295601173587,0.5633549811536424,1.0169814482060353,0.9020575014524205,1089336.9933126858,4.602198684213752,25267031.05020144,4.639575896872094,67517.12490526873,4.577607421875,-0.30943200317829544,-0.16460961437544164,0.17596163365162099,1.202630222173871
S,1.0182740688323975,2.131265076662018,640996.663796139,4.78432377334523,548711.2722967359,2.6887669019147378,6666.057344317998,2.0344921875,-0.18537812322491026,-0.5228647586392032,0.11118745222583697,1.5790917724338367,2.240793533053999,4092139.428937377,5.017181879199211,2452782.908831433,17.534164577816384,16389.299279122148,17.123642578125,-0.02560429305281907,0.3754439866744721,0.6254702366567183,1.0154099590034649,1.8202216611257835,3081037.1658864897,5.03525560893651,2457046.4059169805,13.191126453624477,11709.212494625386,14.241445312500002,-0.027996970297264886,-0.010375776627939537,0.4742272750103242,1.02618407366063
S,0.18151330947875977,8.827690852194033,412694.4285424918,4.292637853534714,2048.099313448134,1.7122181601260962,498.24978659130454,1.864951171875,-0.004877950709578474,0.30629860534514153,0.07739816799316679,3.5329665619105817,4.929150402388624,2871705.245348041,4.883346443445355,36496.277093184646,12.291130082001022,1495.0381597818132,11.359248046875,-0.030122637271506575,-0.14639526905038558,0.4453156779928298,1.0353493659741826,0.6770633115675532,1429192.0348464767,3.665156011943708,1885779.0028179614,6.137231918344483,15584.098944275847,6.612099609375001,-0.018270729968426304,-1.2379505006813891,0.22196028462850573,1.036377992952562
S,1.3000783920288086,2.3508168073959412,365451.7340887036,4.127528026030365,160433.75982224566,1.6528404186675303,4000.4373404209255,1.864951171875,-0.15314106301189181,0.34801611335765514,0.06425314833847326,3.7056019271077036,3.366363483338266,2326556.3895194274,5.324141316189005,371552.07929802436,9.896679622072304,5181.122915166043,10.1724609375,-0.010179050619795448,-0.5800231882177482,0.36501156372898363,1.0771527173353113,0.769450785426308,1098798.861205461,4.390255880046862,16184255.55584124,4.738351179779946,57294.89728178967,5.08623046875,-0.0732672764704209,-1.0026511779356935,0.1730131349095487,1.1186652805563266
S,0.31116676330566406,5.137266160221474,358794.3544879948,4.109521978694403,2986.0190451566705,1.5307885810281183,522.2059226078652,1.01724609375,-0.44611462536872143,2.162597904454187,0.064906234810801,3.29231499983363,7.586239118229306,2484596.581853718,4.853514653935502,10514.450824663923,10.673842096721547,1406.442645367189,10.681083984375,-0.00814960103962988,-0.3982775512809664,0.3866632006411084,1.0532656500006299,1.6208443696424946,1329540.3522604788,4.100542736509141,402242.4318411448,5.7053750515166115,7667.8776615963825,6.103476562500001,0.027744073118505515,-0.8759216463469461,0.2064261470799774,1.0598870410086227
S,0.6642229557037354,1.0440173640459642,289272.9963730811,3.786039871125542,2731354.1345717004,1.2594811013484737,19446.36098997756,0.8477050781250001,-0.45805217402576937,-0.1294906650410348,0.052159357137179854,3.3416795385098252,7.231862383238641,5147238.89738483,5.687083649960773,68961.87762291661,21.981755479252666,2433.9231176967196,21.70125,-0.02720338836534266,4.2181991959205165,0.7790713622442613,1.0197836338996273,5.302120437956972,3007900.174972425,5.547615738320164,135920.56193491854,12.793650261514134,2407.681708234669,12.376494140625,0.09746285587433694,2.1428083914047553,0.46778312822700135,1.049810472783368
S,0.12067818641662598,9.752455340946623,427004.625852963,4.6070338581230725,3056.4969105316245,1.8250241181050508,519.6912976505225,0.508623046875,0.2491171685506302,1.8028782260145126,0.08551506492005301,3.7055014503075685,1.1432244290806668,2828254.961010642,4.477309604826051,2228941.8913072837,12.154131267640876,12164.666818022928,11.86787109375,0.028536395339031122,-1.1949116587831345,0.4360720413996767,1.0200632846705313,0.13528242846960356,1477003.348448225,3.29975154738017,156895454.20907903,6.312489628330856,189766.00118316634,6.612099609375001,0.005855922743202759,-1.0764179256302406,0.2289496152390851,1.0160337546857015
S,0.3311140537261963,7.479099214084132,261372.815655173,3.6946110955605427,13881.339856066406,1.0656672702435706,1462.0701419876639,0.6781640625,0.21286844524700851,1.6068552000675131,0.06924481881694891,6.402174144155133,1.7308844912242765,2565347.7863194426,4.746784396009172,1569373.3574798463,10.972323771131414,10703.596457283116,11.18970703125,0.04192997114055089,-0.16502666279555234,0.39870255983616615,1.0374281541033559,0.4583895727533918,1295290.734962582,3.4314573745829495,43916460.352249905,5.525377635994577,75784.62153608541,5.594853515625,0.049047314491304166,-1.085376451407033,0.2023246829607324,1.0473812395597437
S,1.4421675205230713,3.310598506065525,655995.392725287,5.15513691852725,249830.83544059785,2.8364657312193255,4036.8045139946494,2.37357421875,-0.011268771814361372,-0.2075484844502853,0.12192516499970292,1.9870057389435425,1.2007018203424864,4204098.537842256,5.0094729977162755,19824994.018452514,17.999325452514217,41437.85113615573,16.784560546875003,-0.032118380419450546,-0.41155039738388366,0.6410524251174751,1.0135625265110701,1.262845721458225,3263889.2676853165,5.04303421575979,11376077.06779822,13.945582141684923,37535.065154796976,14.919609375,-0.044995408473195025,-0.48118996333368136,0.5022191101043577,1.0266255043288075
