Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,pow6,Cent6,pk6,freq6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,pow7,Cent7,pk7,freq7,skew7,kurt7,Hmob7,Hcomp7
S,187.05105638504028,1.3818554267920267,3221953.907719671,6.785250933997349,5728930.5055794045,13.752270636342068,15450.964594451692,14.071904296875001,0.012529305630618303,-0.24181075475963576,0.5223187979321713,1.2144074280795398,1.0523790593924087,2028251.415610316,6.047994801773157,5370098.827903425,8.808524440903014,16752.86632265054,8.307509765625001,0.009719572064629917,-0.21881594839149532,0.330379298726244,1.1968047437577018,0.6662520721028997,931056.0068946923,5.030126677544881,20980493.40265441,3.9346750617488633,38985.001857603565,3.5603613281250004,0.07833013196027011,-0.17752908540406453,0.15167750555669543,1.2837966897765756,0.39955783936314976,510009.3548033615,3.9930722812990127,7871459.657112713,2.137933432727139,33188.75216016434,1.864951171875,0.043866584211531896,-0.19459905318489312,0.08291176215292777,1.1891836055165235,0.6257850252678995,305058.3057870888,3.5545981465295178,353873.3912299231,1.2547690811452537,8095.000122386364,1.356328125,-0.06231738470585494,0.33642662735914985,0.050683301714149795,1.294186292744865,0.49426284728023623,131679.28217029225,2.652483437487604,106541.09340272064,0.5667568638147233,4730.759047514182,0.33908203125,0.17122540867322433,-0.434989581652379,0.022093198811076263,1.3370021300911354,0.3978311305958103,96862.31911634133,1.8764917627176756,13473.649996890015,0.4117742429993905,1987.9094438323937,0.33908203125,-0.0974908399022081,0.5197161874961651,0.015468202681304529,1.1496297307578442,0.7967197409535894,30861.63491032995,1.3850706734363276,5037.787596144277,0.19269847663280285,1459.3868465402027,0.169541015625,-0.5589817175548795,-0.44716281179124584,0.0064008932363563914,1.1589523461580493
S,148.96655249595642,1.266613330211621,3675601.196007042,6.149850025779331,15543531.28554335,15.645042698760939,44450.64855912946,15.5977734375,-0.04701991033050351,-0.27279332428380254,0.5685271916824571,1.1264476933060066,1.356634258217447,1561367.8895615789,6.004221057482592,5730502.7803949565,6.396999823603051,18293.355236171163,4.577607421875,0.23684227091718923,5.547596444068027,0.2570654933301331,1.4034264204846547,0.6222845767037426,857947.2020868463,4.967265743163501,22572712.287474368,3.56529075266782,38479.18961069456,3.5603613281250004,0.14630787711040835,-0.057713223613935494,0.14490484995864955,1.2840568069381637,0.4245804797557182,373167.31449239,4.031272031535475,4911544.62969406,1.5853118116585856,23107.050404012774,1.186787109375,-0.11100401474721502,0.48046207703821553,0.06410645228435968,1.3390079870599518,0.27710520760352986,180475.18148885277,2.864184056822277,1896546.2675168526,0.7498763160753835,18053.37028933074,0.6781640625,-0.042742835285316555,0.11213883575716377,0.030286021323455894,1.270250016985641,0.20555004644510438,66322.17835247992,1.7728728520978259,213301.16993793074,0.2685733427250513,7414.067578051088,0.169541015625,-0.09711292701878654,-0.20235558317274327,0.010336480888241495,1.2819525287192786,0.7338638885932556,33243.87714377913,1.1882960766521296,205.14660045703005,0.16428006402825798,310.21606895175785,0.169541015625,0.01950675915511678,-1.0265863314239738,0.005292130748669852,0.9461890259687492,0.24570461463353557,1898.2253496450178,0.6310242457646165,0.6452295746482826,0.17246891596205005,18.126363485331478,0.169541015625,1.0679128313502861,0.3332085201561692,0.0014972945738410055,1.2276519974145632
S,137.50715708732605,1.3682710910061926,3496593.9474270325,6.705547719028027,6028350.45590304,15.070692537802962,14768.662860401655,14.919609375,0.04160929835819062,0.014069708981732543,0.5591582122741304,1.148160791982611,1.6161928317908327,2258774.306453576,6.199347449557958,1382226.7318135507,9.802573122761798,8215.168659399884,10.342001953125001,-0.025765263532997826,-0.06994613659811,0.36671542568905635,1.1815750779486263,1.046423218517821,931453.8261023394,5.246139304595097,2136988.958052275,4.027497632895614,11483.073225046637,3.5603613281250004,-0.040125583041192264,-0.40780447447969514,0.15507135622489207,1.2847386027637107,0.813972908061352,513863.1311538318,4.014731976869445,1112123.3709853974,2.196288126479957,12581.001530934001,2.0344921875,-0.06953515027272299,-0.4520360053900063,0.08417657556095952,1.193437615152731,1.1457427003311946,265231.3276103979,3.174091105665482,13859.390180690174,1.1999880285508566,1302.2877023314413,1.5258691406250002,0.059758929182129814,0.012068467124340732,0.04306434570019987,1.182970416074349,0.809360545346408,105539.65957430395,2.3206228059279823,3508.4111073367635,0.48827071636323843,860.037131498937,0.33908203125,0.03441532313721636,-0.5216440165382523,0.017184923384497786,1.3372538702680612,0.29731960039018296,56904.030628180226,1.5701171706880195,11469.939289422773,0.25873712759570816,1766.4008380146038,0.33908203125,0.03994932922488995,-0.6685098037292501,0.008710377254043406,1.2034769916117893,1.465819269177366,17807.888562156848,0.9783498042768183,32.02958229471956,0.16523449980312374,125.8279426003414,0.169541015625,1.069457555562435,1.1074842032622598,0.0019978641300832005,2.0479746797324605
S,135.76527214050293,4.982714952340818,3130738.1705060787,6.2796484285767695,44227.44687145748,13.37971666882256,1713.9710923722764,11.359248046875,-0.059989272377717826,-0.5510433866241855,0.5060562126919829,1.1960248358460648,0.884458513190751,1418041.853376047,3.90947603977824,2375434.1947535197,6.087585864224595,17514.8937018811,6.612099609375001,0.04363327751272255,-1.1992971939820203,0.22138540483523078,1.0659231297007419,2.3636080114837648,571157.4463180186,4.017218362666378,5971.2149230053055,2.373603173144969,914.7884887605582,1.864951171875,-0.052176493538126145,0.3220719951749387,0.09309405330957517,1.1667058980511165,2.314537176797954,257030.92716273793,3.447941110388495,1142.7585003558247,1.0921637523511263,374.45257392730224,1.356328125,-0.07197250526628322,-0.08543387539284764,0.04328522494569051,1.2537303056267177,1.2203378140478156,107357.87878799459,2.002573005562096,677.1213635338222,0.4556949843449409,433.37683999108833,0.33908203125,-0.04070607805696302,0.08415675061460837,0.01747105881354442,1.2237643395158455,4.695442317542588,62543.91595728807,1.6172367677909196,2.4087635947204995,0.25309037390216804,24.64918601394258,0.169541015625,-0.03555403339335701,-0.7618113562318092,0.010085545808056625,1.1398467708138618,4.446134721624025,21579.46734674248,0.9990839139574774,0.12249503527098098,0.16308157728603853,7.7654692968523005,0.169541015625,-0.20407637872443418,0.1949123037320626,0.0034347331149175713,1.0095645219004423,2.6387593143480954,8329.714240614336,0.5264189084372372,0.0060774785640496844,0.1750308050648679,1.7616847832429443,0.169541015625,0.542164503846904,-1.290442060302669,0.0007115610475115952,2.7634583768785626
S,143.7468786239624,4.031743495666108,2781308.5413788683,6.92456935824658,226522.35767862835,11.679523682676619,3764.250728762847,5.08623046875,0.01840828169881154,0.34061989186885366,0.47731051586214335,1.3848473436846274,0.9827491290420569,1273420.8180263212,5.018125702608821,24261984.96114661,5.455495360521874,73784.31272673362,5.08623046875,-0.05439451179941378,-0.15786307029870894,0.2118823384029663,1.3454290526099326,0.664926198867136,845483.228220387,4.8219647893845705,2083999.0531142848,3.5299664519423937,12102.38602000793,4.068984375,-0.018591597493740362,-0.5699569124474015,0.13734906085058532,1.1916452155146058,0.6598362502485223,442827.09588598943,3.6494597547338254,722167.7620305653,1.9309708171512647,11303.964833273702,1.864951171875,0.03128462479653341,0.07367546125860747,0.07141922646370179,1.1640065653389249,0.7648136192692929,254723.35256054217,2.974472344339164,40549.04980156836,1.1319285557445764,2616.8654865523667,0.8477050781250001,0.08911423613168397,0.35587649351161366,0.03890819156811604,1.2032824757423353,0.5985215974072895,104514.07963431411,2.203714821087406,25517.349314563402,0.45671113165097166,2652.5554483636533,0.508623046875,0.00404672639230608,0.14262723876404504,0.016875192492226892,1.253328987042116,0.7890536648818559,47341.77825825821,1.4361403612497707,1327.4685244420418,0.20248993247316102,728.784389497378,0.169541015625,-0.11037792281292097,-0.9257386752375285,0.006934711308626714,1.2746935652853915,0.732938450872995,11470.536889883033,1.1043324257371296,70.39331250480382,0.16636876333000916,184.28669179262448,0.169541015625,-0.3053035005999925,-0.8048541344755602,0.002922340897245328,1.7098878282675074
S,131.98741221427917,12.524378877762075,3025743.095387164,7.065261230768455,3352.013453373193,12.92284701031087,367.95012509374885,7.968427734375001,-0.06276335885670085,1.2579769372114127,0.5106500436983359,1.3477149962156119,2.263948405300443,1395620.5164267416,5.044587649653085,424071.511904362,5.9404416091336145,8112.550624520896,6.103476562500001,0.06090056226180385,-0.6042155647864829,0.22638818566763463,1.225571145154918,2.2528955728586686,784294.355775876,4.847759760775741,17823.636150690436,3.3820767729677383,1296.872040135384,2.71265625,-0.05616043397614583,0.4416038932239088,0.13147501460097755,1.2326454479696811,1.5861886181922997,336613.03856576333,3.574250480198641,2861.402240984632,1.3744293040664555,509.1830689174528,1.6954101562500001,0.07255350012817649,4.282690552589337,0.05665064958091351,1.1609703796925737,1.8081822743802336,153779.1855054628,2.32614536035594,450.65349865422354,0.691976159884214,330.152870967937,0.6781640625,0.023563104910094765,1.10307340303914,0.02468349182115829,1.1520660040906745,1.3514741999315032,59690.88695706841,1.904655651983999,171.85246404648336,0.3003717379958337,212.2027451312284,0.33908203125,-0.4168838466048466,-0.4808190997647914,0.009635951322814525,1.4396102188027071,1.8022011652704943,35794.5486602425,1.2199710015850151,4.059899819370312,0.16874742268906356,43.395730650818436,0.169541015625,-0.010927225003177242,-1.4126549036704281,0.005267046468735703,1.1263628101914112,0.6715209261352223,2844.3541152137336,0.505492228059516,0.05410886147671447,0.17605783589795332,5.257074570986217,0.169541015625,1.1873080068612658,-0.07484335737946912,0.0008301887513985936,2.833953459965302
S,515.793937921524,4.117282968567805,4011951.812779589,7.518943493910816,141683.98673049032,17.228773439579737,1654.6143018638595,21.70125,-0.21769330499172168,1.6239967861075062,0.6854166416418591,1.3140970909793803,1.3434420487630845,2280185.491275844,6.75751937635825,593274.1518796501,9.742444451716224,4546.4300298979015,5.4253125,0.03771349475939895,-0.12489420150677866,0.39879814017362125,1.3998828364413685,1.8654571980132277,1466618.5908980018,6.117744787953429,494919.74442208087,6.079989676302511,4354.347506472888,3.899443359375,-0.12023326500805949,0.6496836408012698,0.25961179046536,1.4791853945221034,1.1093251332591019,623894.3935544799,4.263204762781019,528551.4501150969,2.855997717723466,10304.254666376928,2.8821972656250003,-0.11569725414362104,0.0760246549697361,0.10523291395202769,1.3114455828607559,0.5737115508287892,258158.33767479897,3.3878751310281223,1087335.2845419494,1.1071193699952029,12881.29256680739,0.8477050781250001,0.27126196017165094,0.3115361855744099,0.042986580905254416,1.3428622221472344,0.4610560414830814,164467.46604856008,2.7011688701285066,333092.5175161,0.6729148162742036,7858.263509362943,0.6781640625,0.05987475289689805,0.24385489984635234,0.02719019589332993,1.1843371759947865,0.16275986734687012,73281.21516791733,1.701362645448907,249598.18905876804,0.2781295759767135,8381.286799840138,0.33908203125,0.10794898839081914,-0.2749984815651496,0.01169435141884076,1.1768573812931638,0.5257923008533045,21940.711396878072,1.0876242080967675,458.9767071141333,0.1633776531256581,471.00186387045096,0.169541015625,-1.1344192297901305,0.9998201542433534,0.00336422005059634,1.293118173890728
S,143.34001183509827,1.3849142192286295,1864199.314822523,4.354176726304643,110249934.79993133,7.981612133680944,186552.78686726556,6.612099609375001,0.055791380068265284,-0.1276817199130562,0.3065336241180285,1.4253500011662348,0.5477288478345717,1364300.3556343406,3.4315866277570843,24880744.01920302,5.942101281517305,72552.53162470896,5.933935546875,0.005848641309071907,0.08887919156374702,0.2131801742103703,1.0769965429627926,2.46371562442509,965024.7122118106,4.528405266861905,20688.395784035787,4.23346453218041,1592.0424462299202,3.72990234375,0.07684587977816722,7.003875046296804,0.15332297486858845,1.1325071470727213,1.937891230888865,482506.07425514294,3.717193449583579,6488.817301947814,2.080535025740894,812.5568195939629,2.0344921875,-0.036289522335423784,3.095582646458139,0.07695259290513329,1.1292438797313256,1.373874462459738,142622.93389545113,2.573504525841606,5367.104333502939,0.6218887717656806,1179.6141711769067,0.508623046875,0.041591672285943744,0.42469025869675736,0.023863136822884667,1.354421994159926,0.8297363789575447,67604.87975400966,1.6869738865905144,6210.454732278841,0.27733866247906885,1354.3854962717246,0.33908203125,-0.1826830352765179,2.3841788207832524,0.0106919297955605,1.1595406091837142,0.4111600334499836,31296.45714318285,1.205703109217153,507.0588025509398,0.16778730960878974,486.91849106574125,0.169541015625,0.10330766748296483,-0.6991635276626011,0.004990159231134796,1.148749473712778,0.30907639897908973,3516.9563476203434,0.5742935996686017,2.013637973545035,0.17365777581571384,32.05038815898753,0.169541015625,-0.4215938462697764,-1.5231773409897387,0.0008410181066026753,2.157246420523744
S,129.87663221359253,3.215225782793732,2735035.228750547,6.836867826619323,461970.36102735857,11.64994672682435,4378.737233762149,10.342001953125001,0.012804159068594353,1.9519262470154013,0.46525603489427575,1.3794068607393082,0.9427421541503715,1360526.4359057588,5.2893918405342,18619924.420627225,5.700511136810997,46456.89957641578,5.255771484375001,0.07525940536412233,-0.5761585587091567,0.23018787705417373,1.3375596202454345,0.6089945408958234,1058000.4476553085,4.742939860382311,2424918.641717372,4.567087320868381,12619.762958155978,3.899443359375,0.025368761712770825,-0.051230676028476196,0.1706148453479136,1.119281872872227,1.5166171758894353,442287.2768253367,3.915361711117655,24042.206148390695,1.87431705241428,1728.6972654433462,1.356328125,0.0159758628231584,1.2787559616376605,0.0781897778215834,1.2130025967670575,0.7491064647572728,174967.59572756453,2.8767708717207983,72451.49375295041,0.7415821170604423,3182.297675039733,0.6781640625,-0.46370414032544693,1.8841052044984625,0.02992349525110439,1.2101763570642228,0.7371783213691686,65778.56640513852,1.8451655679402472,11056.815990150817,0.29217578543053946,1741.7350452229061,0.33908203125,-0.3331956904994132,-1.077794859312712,0.011350560310466266,1.4816576738011555,0.40990485486028877,40519.85835586489,1.2996888816683412,1525.5249769739185,0.17692681598805318,827.5239246410598,0.169541015625,-0.005296850844296315,-1.174572694847585,0.006545493020559312,1.1369783099472048,0.18523076593829885,6448.107320291638,0.8025637529164052,105.37418706614237,0.16775716725746856,230.53481068840784,0.169541015625,-1.06092792055915,0.05368968718719769,0.002201696751191173,1.2076887829554195
S,127.52855563163757,0.7129432707052418,3556655.714045548,6.741067562824071,55483925.96464656,15.404481848098678,61055.57869907373,16.784560546875003,-0.008678105061073171,-0.6057916569748905,0.5737303093986382,1.1601276253777708,1.0328602219839074,2268021.396987788,5.934672958841707,11121548.3272551,9.71618771008564,33687.13848527887,9.494296875,-0.02817051937378252,-0.013900122971868711,0.36896600749319564,1.1432592346126802,0.8981897073669414,1055858.088606598,5.16762529985536,3862169.674791112,4.4705927486086665,16453.571369530204,3.3908203125000003,0.017080572304288142,-0.22262227257349032,0.17454235054604356,1.194070406247247,0.8030432415865045,569353.3602139514,4.33247681633556,664273.6225535064,2.417018934126918,9641.411711367586,2.543115234375,-0.0952727474435274,-0.554744388103841,0.09321130537989043,1.1902648925577952,0.9421739004372669,241574.35861380753,3.6004164670560534,154303.168703982,1.0268942961797665,3948.24651397305,1.186787109375,0.13468573715431162,0.6295310562249958,0.04208006609820673,1.294622716541181,0.4986103242095214,111958.51651862364,2.51791901967195,19372.960511361292,0.4842943380317986,2179.0481178482146,0.33908203125,-0.09791328246554981,-0.08566986118628606,0.018845482628451385,1.3524258373659428,0.7612704467046902,53238.014915351465,1.490601552755218,1118.0654162355738,0.21689719083000403,631.0802763619394,0.169541015625,-0.15784089487083888,0.061614276185882666,0.008354947441688436,1.1454341810349704,0.5144046938069428,13105.992808158006,0.9805837846793707,144.82518670752583,0.16384998846455145,267.45543469361576,0.169541015625,-0.005843014209066974,-1.3226509555604928,0.002309813563390095,1.9161572340427897
