Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1
S,0.21642017364501953,1.2937439261088857,628923.7149360412,4.747377637809747,4783927.483138885,2.610432923653813,22181.861452384,2.0344921875,-0.1014111432083494,-0.7555073015562965,0.10967987796836016,1.6633013182938758,2.151958324207853,3103542.595397172,5.605635518199918,6359657.458602617,13.331085988380373,19830.32433616772,14.071904296875001,-0.2533688516399481,0.26419111449934496,0.48022452236921676,1.0482565020168528
S,0.09175348281860352,1.2682256339104085,545993.3561794376,4.79845440025019,7679172.202726565,2.3093704431625675,30292.580758492917,1.186787109375,0.08015320083036168,0.3563596177957664,0.10071229216945135,1.8344562870944425,1.453231771239895,3634406.1256135553,5.0264298905610945,15431729.90526753,15.496720366022153,46502.6227878028,15.5977734375,-0.07032206357088674,-0.15326216499399292,0.5559541834864528,1.0227788544291838
S,0.14760518074035645,2.2922815174670377,665455.8551549106,4.85307217384637,623295.1096437281,2.7923603263956496,6936.300535735014,2.0344921875,-0.20062366377692933,-0.5225765137788887,0.1171049592448988,1.8152044211944416,1.9682038128662778,3491350.8213840295,5.443680547879921,5630149.54683082,15.043478297445233,20229.36419561855,14.919609375,-0.03813548152759746,0.6981895115118282,0.5373573358040438,1.0320066963577184
S,0.15360426902770996,14.019045534876627,484663.4850392087,4.5070740463439485,2285.8962927581456,2.02300358868077,531.5316051475681,1.864951171875,0.0071766946186041045,0.2929817562825847,0.10407587190879376,3.5106264082465506,1.4604579565845528,1469216.8487293916,3.8993098309297527,1920883.074675881,6.3066026584332615,16278.916234627333,6.612099609375001,0.010239880595245176,-1.1868511071897756,0.23007215143813536,1.099194338275392
S,0.27227067947387695,3.006506756369493,423477.4784892265,4.338804125611856,231360.05834717082,1.9082507620041715,4926.541128638017,1.864951171875,-0.11152434018706778,0.2220246477235226,0.07972875105933377,3.485620657371877,1.0656756805721914,1206310.1178473707,4.719034650385311,17314578.63362793,5.19487892559025,60497.41460339031,5.08623046875,-0.3092222229374129,-0.8961774602828569,0.19259342245164116,1.1938746914947986
S,0.20245718955993652,6.83005000242467,391308.90803167754,4.274437565273931,3442.047147791901,1.7191064229623922,538.1870740421174,1.01724609375,-0.48586869968138097,2.1633637462424753,0.07648620989443215,3.565677568070786,2.462411493953578,1396760.737662562,4.407167965829084,425699.4275077844,5.978510505709999,8136.507473985997,6.103476562500001,0.18101112704798944,-0.7674279863623537,0.2191221112389283,1.1192027130733897
S,0.2653489112854004,1.1734157049349654,296645.383682033,3.83400702520072,2778458.2304000035,1.295748401565654,19555.698734196754,0.8477050781250001,-0.46751348562782263,-0.12166958972115216,0.05536945794374218,4.341064671853368,6.286982066263296,3524668.7820521435,5.868255376372428,144090.2907773339,15.043756262648284,3110.38752111102,15.428232421875002,0.054116862721608025,2.643661113686484,0.5463153684171299,1.059102991707779
S,0.15558242797851562,21.17274766675487,706604.1896429544,5.131761912112489,3418.339757589467,2.966603171534064,521.9765683962664,0.508623046875,0.17495551991934782,1.3947354831071008,0.16107285256241402,2.552116074757678,0.49038393465154273,1508632.035413081,3.5037376759340275,159352851.65596566,6.442862042206071,193321.67860980448,6.612099609375001,0.07441720411766278,-1.0567836692768675,0.23547926209479572,1.0681235420265633
S,0.20644712448120117,13.645955821741811,484383.82315346075,4.347300594540477,14521.032180224176,2.02055528490121,1482.3829126884168,0.6781640625,0.22972362890618073,1.2186161884058002,0.1339689944110428,3.1254106666592287,1.0142392979161734,1380172.4857828584,3.8699861560664472,41112649.87903645,5.8375300149043925,74047.52862958782,5.594853515625,0.3904682012189024,-0.9243820085356398,0.21990827374610308,1.1558811743849833
S,0.10272455215454102,3.704535967873608,710958.4706345702,5.305272576063699,281985.1342918332,3.090785366217547,4249.930978497936,2.37357421875,-0.03927341424375126,-0.22349214654826977,0.13558993958223922,2.135695067623941,1.1872844944341403,3815622.9975738134,5.365042223943691,43505829.46846584,16.384336032302844,63723.58143447209,16.784560546875003,-0.05579406896795305,-0.04236485853849725,0.585570169197934,1.0230766503298843
S,0.4916839599609375,3.9766974894860474,763129.050921246,5.252156952368014,216807.81339772878,3.2664858749520422,3927.5528408561886,2.2040332031250003,0.3346379954956771,0.1493262633104555,0.13751402510108227,1.8124973104648097,3.1862470395479394,2930235.4064236837,5.805094229121784,2054607.125955664,12.52029742641926,12333.070247188023,13.563281250000001,0.357740636604617,0.09043065900331237,0.45827020107542865,1.0703772450294957
S,0.22240376472473145,4.42963226415819,514504.2629651598,4.353034344959436,263919.08978408837,2.219843672894237,6339.521507134839,2.37357421875,-0.33767414382751576,0.15386688801136872,0.10620233935659773,3.006944569155906,0.647053471293529,1381766.6129148384,4.564840060807679,104026792.11359067,5.859439388654069,148400.86403158942,4.7471484375,0.3503141382212289,-1.0670195128624864,0.22023002262538205,1.1327100073818825
S,0.2782552242279053,24.05833917102032,1194956.464922121,5.57566280098126,4586.6675675497645,5.13848782698986,585.9634239106874,0.169541015625,-0.14755133719451097,0.5064931119166167,0.25210794623195876,1.8199858237675905,0.8603877753082925,1553228.4374338042,4.1912561194646685,137368335.96377853,6.59100898723118,117969.59605723235,5.594853515625,0.24533329346389834,-1.0199367709280014,0.24898234210720013,1.1703449086309372
S,0.2293848991394043,3.3569442534606724,271012.56454264995,4.033757512571281,66572.05432500599,1.1744323954965346,3152.738204520776,0.33908203125,-0.19539460138847825,1.4435657822030503,0.053838235927457345,4.830416439898807,4.574323271219582,1295850.178038033,5.125237257420509,104238.72431002253,5.555248117236235,2862.059724608409,6.103476562500001,-0.4197476452870134,0.45063449082219087,0.20948995460759354,1.2460463124122005
S,0.3420834541320801,0.8435218565131986,315264.04362430697,3.686367077900159,3603329.47477616,1.352250906704032,27192.72361939714,1.01724609375,0.34953952748599304,-0.5970491857926126,0.054056583035021914,2.3740053629134508,5.788094889207063,2289373.2870693807,5.583224577729429,85197.92294565897,9.811046254744916,2102.805194939995,8.816132812500001,-0.2557858313852006,1.1503154929015649,0.3625578306983745,1.0889442768817215
S,1.7644805908203125,3.183258545248841,200084.82640162043,2.899248857459215,41282.7198666201,0.8649207678649911,3043.4114805598215,0.6781640625,0.38680659032490405,0.24025142517178644,0.04026054158110037,6.509530415664923,3.6281359823479136,501080.7005123059,4.280162891662453,87111.57488700755,2.1872299455734274,3694.341480854423,1.356328125,1.0307809491949254,0.9609416929007941,0.0872448700971538,1.9252206418026283
S,0.1296525001525879,1.1369940572317074,631491.3393700407,4.934073728782,9498174.428491393,2.66857589435237,28086.00323807943,1.864951171875,-0.22961840957914018,0.5710931773113983,0.11449123391996031,1.6144509744224897,1.2789648271198468,3666884.5122853103,5.006335422176464,23599119.916666992,15.641623113018644,58815.2418381989,15.5977734375,-0.04629468667467071,-0.11717268194448183,0.5615512476018665,1.0246369266460662
S,0.31116724014282227,1.72988512874389,372239.0056309624,3.9947609409375286,480073.594531113,1.599456077717868,8906.54568913154,1.01724609375,-0.4373823206774988,-0.7442039527636832,0.06653807798130094,2.4668317901133308,10.915054757357499,2625853.677469804,5.700024820209805,17196.272410618472,11.34049940108257,1229.4890816865432,10.681083984375,0.5932639189720589,3.092959070469802,0.415016934449988,1.0894583305596648
S,0.3381366729736328,3.9436143379203106,572732.9552302645,4.76287364181935,255119.6808944292,2.4127590649567274,4068.785003460124,1.186787109375,-0.1306917732836455,0.6373631723838096,0.11582878658741406,2.688599807071749,1.4055716152095408,1253793.497829872,5.119615409045453,20372445.394320752,5.351170718720298,46781.68443313676,4.068984375,0.5162321630765231,-0.5101596640602217,0.20604797253539223,1.2705877655225173
