Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5
S,52.17202425003052,19.454854634929617,11471916.854202218,8.75188496547594,30934.637236078965,51.9148778666174,580.0631190991472,78.32794921875,-0.05533431139831047,2.3443697125643315,1.5966113242657434,1.1199060995540837,3.7404211112739016,3924754.430250682,6.951092082675506,2088376.9515672866,16.827741273279216,9810.162914766297,17.123642578125,0.045300281789375604,1.4365223122847715,0.6371911675994048,1.289009708049184,2.5086374726996796,2537792.3504613903,6.505739227889285,1881236.3946590698,11.089095171436618,8468.402982689717,12.037412109375001,0.0989781656732006,0.7651098040662778,0.4184020732259389,1.2225420667431546,0.9558852618721896,1091484.9559784564,5.453304436439536,5552334.459404246,4.524627917289208,15455.663128313206,3.72990234375,0.0735093187487538,0.8558259661289904,0.1830920236467067,1.354213503295516,0.4164656086733976,631431.8631459461,4.44959942544971,16363660.611709211,2.584420567443581,41926.772298608776,2.0344921875,-0.00949951209611752,-0.6524516376697895,0.10397795138938817,1.2281838097739717,0.8498693053896995,226470.32530698823,3.5651601989995685,931841.6430063943,0.9821431760974635,9274.812480226954,0.6781640625,-0.02948486878643594,-0.49338465784626573,0.041248926110173334,1.4628247890218473
S,51.139254093170166,15.028003903222675,10280219.572969213,8.727966786911319,92224.96693917093,47.38459136674615,1616.5650235006426,15.5977734375,-0.03153993488893855,2.2143223237217198,1.5175420616977628,1.1712904108366229,2.8406397767266096,3982360.625659651,6.5869878966650965,5836035.019457546,17.10062449509118,21055.834974565463,15.5977734375,0.0005815200929590525,0.8276689964255342,0.6279279912726382,1.2668530572925398,2.0722272450452386,2246365.240431588,6.663825831183955,1368803.645565621,9.791677152705033,6358.1188470857305,9.324755859375001,0.13795374944200864,0.6393701358132535,0.3853080583701581,1.3096194243691703,0.7040363948629741,1077885.0077246784,5.089590544954823,15538211.404149437,4.670413173390397,53743.06651459122,4.577607421875,-0.01395915027653114,0.6416638235939218,0.18324879755610946,1.2656709581472816,0.4289621314720231,517806.6094406836,4.6616633211575325,10572298.415623957,2.1425601309910465,26394.583335923544,2.0344921875,0.002986893778703429,1.3225459680985772,0.0926831826555549,1.3830093788766056,0.4076569549879649,219885.4607820213,3.3916880102346347,11707102.938546846,0.9482490218477262,38767.89165633399,1.01724609375,-0.17208952420568288,1.003492665965604,0.03837577554746679,1.439953896061757
S,45.658334732055664,14.541761853836212,8199964.421616191,8.652949634149005,97213.85826793777,38.55273908287919,1386.1674618846932,19.158134765625,-0.10559385053611735,5.606601894525829,1.320305759439988,1.3065354894379366,3.213581705696585,3896481.166348662,6.664855035620906,4086780.517574401,16.768661541059693,14021.761547146616,14.919609375,0.012565675517103171,2.1449003898271775,0.6230419958669914,1.2510188699259288,2.832226098064177,2539675.562605671,6.4767599722859535,290490.1321172478,10.575358334745365,2843.389663487867,8.646591796875,0.025533925892067925,0.8309487159325104,0.41425934293930666,1.2084642269465615,0.9306503341102156,1005120.0360447047,5.215737254655317,2001372.4426689649,4.239397570151346,16347.330863607265,3.5603613281250004,-0.004650347399746344,0.0013522632301850024,0.17125202559983585,1.3134570722570102,0.8532043708796349,618223.1635542447,4.459007191465855,1073015.780784452,2.5722518026760315,7995.434253133544,2.543115234375,-0.04582758875370115,-0.09460279631003221,0.10333761908441108,1.2002243057840747,1.2928246342970755,238097.37286420536,3.652953002348935,176812.67657564327,1.0486834838204098,4653.805431737734,1.186787109375,-0.024230015162327614,-0.19304881655250172,0.04194283614707556,1.3776798781525612
S,47.51883339881897,68.72786585449137,11898600.820048518,8.627547899996094,298.3011353327962,56.617943031906954,52.22383707090397,78.66703125000001,0.003976510577956799,-0.8965211850597941,1.6600119343095443,1.0828593666833435,12.69954022810954,3786527.276341128,7.141993923342987,5642.159021303406,16.086594102471963,450.30648432342406,11.359248046875,-0.013785982779577887,1.1157689820811818,0.627411982015585,1.371862775238167,2.690965085329103,1585571.3783326398,5.528233058020715,884386.2332121606,6.76903813396211,14214.39084865282,6.612099609375001,0.05755953560569101,-0.38168663457045415,0.26814967717109606,1.4584694338499264,1.3466035011249886,1152320.9764401857,4.758923691765992,192043.9175203705,4.930714117987323,4310.228479202027,4.7471484375,-0.0032796614824686307,-0.28723737190276566,0.18569838836054028,1.1102364720638263,1.4226263025991188,526052.4726203317,3.971182163894284,10187.19897973533,2.1605730901834557,1015.6736129514704,2.543115234375,-0.09701527819027446,0.8631388420273653,0.08507791924744296,1.1300678330051666,3.356129971974919,214570.76703822712,3.278277802980169,1745.9543033024545,0.8932102490681686,416.04891980660125,1.356328125,0.23972926513131013,-0.10843306213453063,0.036303912712729834,1.2689525262203691
S,48.746397495269775,33.17161265984061,11538549.951778686,8.726691472920379,5235.929907331998,52.90074248502445,225.6497671246158,86.296376953125,0.03690436616248287,-0.2424970452655355,1.6009204029817552,1.116811973616671,8.713294771159338,3791292.1571111497,7.495954163807134,31947.007015656975,16.217765146557348,760.8487971071579,20.175380859375,0.22340305863886867,3.24837038127826,0.6379183208369984,1.405710311592023,2.303173634589595,1842472.039226294,6.125895436754109,1086783.0850916652,7.799171939046867,11050.083013432224,6.612099609375001,-0.0089006680631996,0.5743292345830313,0.3120607679698009,1.3710967250885533,0.8273884476101732,1110500.625524419,4.84303348222503,11456803.53712732,4.79275531287194,45704.05763580948,5.08623046875,-0.010374052190173772,-0.6713586486297816,0.1775821378003411,1.211627761125391,0.6324278043288148,568700.733945649,4.4101290279194405,3031461.7188590528,2.417106202423354,18410.360939107344,3.0517382812500005,-0.1659088481990364,0.42138102690674284,0.09494275245906421,1.2417594712957336,0.9571458807422177,230401.2228639384,3.4233863711588937,294124.4234550769,1.0263107069349753,6016.709685441658,0.8477050781250001,-0.583397508913474,1.5773263467831269,0.037842204032518874,1.417133268136743
S,50.76434397697449,71.0556445933611,11881062.876618428,8.720655515981605,186.48055295864123,54.61749526800159,37.50657142213383,50.184140625000005,0.009384975344196257,-0.7865285385792551,1.6300039006356,1.096261459894591,26.72186540291049,4819867.3220736,7.638969945561807,498.9394574190454,20.548564535455284,114.60668994694706,15.5977734375,-0.04276530349264204,0.6540877081664949,0.7768394411904337,1.3003270030198513,4.943211199725295,1812029.701474909,6.104640107336257,38186.839642514344,7.811746690693221,2214.394097886332,6.103476562500001,0.09146315540227969,1.1601716186084516,0.30954015383842404,1.4212566345583137,1.9091989463548713,1236227.703294658,4.892902411419441,218249.07834111075,5.32428033571409,5222.934885744266,5.255771484375001,-0.011970592124302109,-0.6311530558080483,0.1977866078244956,1.1722459155483702,1.7287554290055747,555871.9276714899,4.292914413857982,15455.329858615216,2.5303261361532954,1467.6680617090938,2.71265625,0.12310891771518545,1.2755788153171377,0.09095899419992164,1.2964598799190254,2.4351935643403717,221164.11099855867,3.2300701463051245,4060.715587234205,0.941508756446712,725.263597572073,0.6781640625,-0.2420226855601826,0.4582059650526449,0.03652128948537385,1.2428243027673518
S,44.58532977104187,19.211973947785328,9940490.092801422,8.733942670920646,36076.259628213,46.08520358074267,665.0627385003997,28.82197265625,-0.002569629466115196,1.0217900790640906,1.4677428192575899,1.1734777517198853,7.000100750912166,5031104.826553573,7.403823878885267,100491.10508518688,21.03508646818309,1738.2007503432935,20.853544921875002,-0.05409462739000717,2.186236432051876,0.794446049123616,1.2145091590315593,5.044478546439605,2973855.2118251203,6.509352744973911,77442.87717093786,12.488833925653612,1423.1506245915918,11.18970703125,-0.06278272863832973,2.089004559422312,0.4776427388495393,1.1865921216283584,4.030991764750244,1522402.788472748,5.947383125298937,27720.32049637197,6.2242700300830345,1093.1141355837913,6.7816406250000005,0.007084205334758038,1.8046859549986367,0.2538915450008489,1.2450563654334001,1.260592225007924,603741.4742428142,4.556204013575115,359963.91832956695,2.50922594277676,5915.8921571983465,2.8821972656250003,0.1517867441094132,0.2942383586208681,0.10082649847227189,1.276897733090353,0.511490005215956,220926.70784611895,3.218278101240508,2556156.5289484295,0.9306145415521924,20375.831024027622,0.8477050781250001,-0.23055832196825196,-0.3254557163089582,0.035959579163548853,1.3682451241934361
S,40.77088022232056,32.84305974804611,11801879.115573648,8.705354317915349,4712.4432403868095,55.03259181829212,201.03101166764617,85.618212890625,0.00405296216379944,-0.9372205460521155,1.6338817539931474,1.0928140803561008,5.198319110867274,2658791.863378583,6.937859686945387,279378.678736661,10.915262788838978,3285.220916842547,11.86787109375,0.0033250420443895344,13.312467181986957,0.4548527733514382,1.8558976186306644,0.9025509551162494,1643475.4502908478,4.808460409184114,78394577.86379984,7.072143569693319,158692.33592726645,6.612099609375001,0.04657992019491741,-0.22302561792782516,0.26832394391221653,1.2984358754862626,0.5157911425913276,1265708.7175738923,4.321408360271988,12076747.949115291,5.489195978953652,46233.694725299814,6.103476562500001,-0.01535590947607208,0.011155041292462808,0.19877332887253926,1.080501005327525,1.385644673377512,467486.57404292584,4.009472966864716,24156.166095919918,1.9387795512994164,1984.657659984822,1.864951171875,-0.01925473067742588,0.12029128712091275,0.07762800174062418,1.3023722204400594,1.9685613614434736,116739.65062004828,3.1206116188275654,10946.937713380827,0.6557056795873286,1475.0538116141508,0.508623046875,0.12535150769953268,0.2374856518095272,0.02571531045250963,1.6499594918637048
S,38.59969162940979,28.659975943694924,11759133.668392915,8.728532871759729,7658.5706366640725,54.172678668532214,286.8228522050921,76.29345703125,0.018433306260675478,-0.8009347658108701,1.6180270883871863,1.0996362888072735,6.697506565165869,3618884.832615745,7.379298522507547,87738.20064814584,15.447855084274785,1352.4751917908782,9.324755859375001,0.012864578006526291,2.88928862073454,0.6130573195634254,1.4402822718313326,1.3448762540250174,1672946.444173867,5.8210553182520615,6794518.997824115,6.982245394435955,29553.161421859455,5.255771484375001,0.054208641398321926,-0.04885448497415856,0.2864079652051685,1.3644211318037123,0.6068493864127905,1190266.2936444585,4.532908057570444,10910719.004848214,5.081975142481038,38225.5677196585,5.594853515625,0.00591381614972901,-0.49707470651876573,0.18862376161568908,1.0946813846929382,1.7512120704891565,525389.7173170673,4.088156663777259,26078.600564001656,2.067861466393552,1505.1789010630314,2.543115234375,0.07180127333687421,0.3202301302797843,0.08745559245401772,1.1853975397790169,2.0069099598335973,122281.9498035638,3.0529196550278055,18553.226543634035,0.6038567429322497,1463.1726096650991,0.169541015625,0.5010019949483209,0.30194486799453424,0.027570818672421574,1.5006648332723374
S,62.60317802429199,10.727993955892934,9024531.336948901,8.521274319045677,292513.0111582101,40.32628299613665,2818.051883519408,18.649511718750002,0.14824215999266613,5.622599925305119,1.3423348527189072,1.276906757854097,1.8057142215841366,4200167.426659477,6.760846377746161,14111693.464862771,18.09277230437312,23824.60121119845,14.919609375,0.04085001919371922,0.7188383672047802,0.6610424377880944,1.1969141496718336,1.6467343585207306,3135723.7834903803,6.269979360023229,5687414.462936863,13.71450393080424,16185.757263637619,12.715576171875002,-0.02967190431659169,1.2641495356439325,0.4942782364354019,1.1425761580847018,1.4307036022268493,1570430.852864001,5.867897794015637,1978385.207029157,6.951354205918121,9785.465510543758,7.120722656250001,0.07811430614398035,0.2712873462841454,0.25545773831357693,1.255364019904783,1.0874140294699344,878500.6570507037,4.684413592946356,1228251.731579385,3.6902956834302767,10484.811640184138,3.5603613281250004,-0.06643659304708464,0.10650880458269985,0.13976117165758267,1.1832907762836211,1.0508331424247173,404165.1895074505,3.9815528858609306,507347.0913852706,1.6921662812743246,7263.350783120242,1.864951171875,-0.03313662363682486,0.320456791240026,0.0664213726672614,1.235276137232342
