Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,pow6,Cent6,pk6,freq6,skew6,kurt6,Hmob6,Hcomp6
S,0.23432111740112305,1.0827102657734224,2842264.444853187,6.852933076571774,12263771.444771565,11.990174874379367,20533.367117204434,14.071904296875001,-0.04720381290967408,-0.4167217659363329,0.4709168082203796,1.2964580299928647,0.804808493610188,1666427.2825044426,5.638721433215148,11826737.243430963,7.039822281994381,30237.947696899537,8.307509765625001,0.034195701619879254,-0.3875783801612469,0.2689536654119568,1.183600820641955,0.36787405222175706,811022.6314329889,4.474224565468205,34721094.62401658,3.4229686545390776,50323.64206420926,3.5603613281250004,-0.010422171973760748,-0.7110553149851282,0.130272038709708,1.1381241099820285,0.4103403000209373,406093.72815632384,3.2398133047771815,6402043.048346068,1.7457066522865845,38662.903463625065,1.864951171875,-0.022450810733488185,0.5924877105723612,0.06450359228131153,1.1048317974884492,0.5052651916900901,161611.21248830092,2.745249666165255,175872.02305903434,0.6817357428717956,6153.497878888293,0.6781640625,0.13439426214402156,-0.7873365396088086,0.02561356781054894,1.2347617103307058,0.3945744481205797,75075.56527802457,1.739028979139394,47338.480837238065,0.31833040264556534,4111.183810376847,0.33908203125,0.005525366267268284,-0.272509539516649,0.01209311725130056,1.1602881176356816,0.45665239332360935,6832.479354657772,1.2188926132785123,315.95320612427355,0.17226524250531305,383.662181907549,0.169541015625,-0.7249363460816328,0.10163429649278166,0.003928933262517987,1.5767039009889177
S,0.17183661460876465,1.2569539630216564,3608498.4172433903,6.2487494357521856,16367650.902513802,15.354919299741017,44912.2808871954,15.5977734375,-0.07379020303934744,-0.26557300371597625,0.5594052252890643,1.1386430236541498,1.1672743011018445,1554764.6987297803,5.8944937254424525,7216494.741393127,6.399180419044301,20752.734316870403,4.577607421875,0.16907445014945563,4.4509628658327856,0.25210250257993355,1.3435335598753206,0.5145423893120081,881096.0221872408,4.862472525629353,15872856.662297182,3.6596054949891363,34138.39944376995,3.5603613281250004,-0.028726955394227618,-0.37170358919137003,0.14667533457973403,1.235237392635572,0.42216470280499774,431684.6454672448,4.016467599197008,3001910.956593288,1.8602907667968842,17313.19747235033,2.2040332031250003,0.04052458980274844,0.4447011698570873,0.0720396489056638,1.2425133896594773,0.3108581612812895,205860.5777256968,3.0301188921185624,1729053.354490768,0.8913254310259618,15239.817310431801,1.01724609375,-0.06638385760551514,-0.20986970627694745,0.03419097501597536,1.2581182124659769,0.2974455651190711,95184.61852288982,1.9320640514690135,90856.93942582911,0.4201316822188769,5089.198833526689,0.33908203125,0.06770171048111362,-0.6912266459444614,0.015392998831412636,1.1751675932727708,1.1217778082803695,29263.35475498885,1.4787059860656642,1419.3475530845014,0.20506018385961672,722.9617353856349,0.169541015625,-0.897263009154155,4.063984774869232,0.0069030896114327875,1.1348274488132768
S,0.2811851501464844,1.4420992098168288,3416948.269508826,6.743801500704632,7898412.715939042,14.682103667328363,16949.184380079416,14.919609375,0.050728481834310134,0.10098586731882886,0.5488475170130734,1.1570104916488044,1.3073929773804531,1925074.9746233493,6.094062975116478,1104155.5183381336,8.351956738157986,6447.930749411173,8.646591796875,-0.011323036128004107,-0.2727506288170942,0.3155664448628158,1.207797517985729,1.042213504225727,895966.90584279,5.250199056387694,2308105.6353761777,3.875671746167284,12570.558882833768,3.5603613281250004,0.048065787619058976,-0.2107065305592597,0.14993276874696565,1.2911210467088237,0.6145895248965183,517296.44804931583,4.071430875878576,725248.4276158196,2.2366494181683185,9107.987815528275,1.6954101562500001,0.014880723730751185,-0.4513687436543057,0.08383766309196143,1.1999294496233353,0.7442612756131903,252570.30573391618,3.07987034659787,102970.15959255846,1.0832556606081118,3905.057958159721,0.8477050781250001,-0.008280126885854704,-0.6986730106294741,0.040037131270757205,1.1851965699149454,0.6365906045645354,93955.34191939086,2.059784531435773,18616.19850258247,0.3970309347387422,2182.7821979154587,0.33908203125,0.23682428247116638,-0.1335043909508027,0.015498392742552025,1.214024415837415,0.613080661086959,29165.70437381111,1.246474132765219,5302.251556047362,0.17616316901659604,1563.7738890026671,0.169541015625,1.2236388176072055,1.4009907695542712,0.0051085582430491095,1.3446690484079424
S,0.0781104564666748,4.996893407921846,3085915.191257231,6.312828788527971,46921.67386169874,13.187937621626977,1786.2620714298766,11.359248046875,-0.05026888507928356,-0.5287438948766132,0.49929838374781366,1.204501753045534,0.8921405369171779,1414243.0429057246,3.8734007268342707,2418049.355836242,6.073477382148624,17696.7407260565,6.612099609375001,0.03911843165868274,-1.1963543198278608,0.22077698962828768,1.06012363290773,2.4875535701018747,571022.5908490698,4.003496928281269,5773.350010812249,2.367239777490918,896.8374410629434,1.864951171875,-0.11645800479843077,0.6308680101673114,0.09320840414873575,1.1635553026978365,1.8448014135320139,257921.61328019912,3.388250624278347,1129.3235656697857,1.107531998497663,381.75529179182274,1.356328125,-0.057228250060699905,-0.5103042170010892,0.04353116421608651,1.2116698562833654,1.1366758485821915,113209.00711627048,2.125931903933453,807.311021905907,0.4801476005929641,436.36773879010696,0.33908203125,-0.03930462592733794,0.5685644182619272,0.017929756736869654,1.1959059396102656,4.04756517535416,63764.60473610685,1.5466184685427131,2.5679135225195564,0.25378654750628754,25.972736536217717,0.33908203125,-0.028459909978589333,0.020521882992649676,0.010746021597360066,0.9643225804874265,3.7213220886449094,15007.291384707329,0.9710123948044872,0.16279234888388386,0.1623296288534117,8.969520057039656,0.169541015625,1.588811066156776,2.5805715587065077,0.0025803991590764457,1.264649089893704
S,0.3124265670776367,3.270045211738427,2414994.702571279,6.814790213974959,557539.9109648817,10.232934520553165,6831.0953412224935,5.255771484375001,0.0335833570290256,0.3752745012138523,0.4277928601323974,1.4817159639755013,0.8633772092679561,1230356.80702829,4.951109070073933,32149726.98144726,5.264016704048769,83150.7795644202,5.08623046875,-0.0540107011051734,-0.210044400554517,0.20337854421164717,1.3184686204334244,0.7000831957706295,733413.6984660295,4.654228222151548,2900143.277066202,3.0256859101237703,15748.227102909188,2.2040332031250003,-0.029292387882499556,-0.319917951768534,0.12174134524945499,1.2302579295175786,0.6696837623080635,381257.68479117035,3.6682836819609594,336345.50902527536,1.6411261836178452,6819.263843268415,1.864951171875,0.03496926155128205,0.3547300415390584,0.06184813386902282,1.176821091590399,0.6308698296941623,193000.89601990924,2.4759998422798177,62310.00238384838,0.8060865147539285,3603.0644308037126,0.8477050781250001,0.09032880463348747,0.0569619772061527,0.029937268493429585,1.1195230956861877,0.5357565384628274,98193.15574621833,1.9560371194087258,3183.9781267582985,0.3998359151860775,956.7787083597943,0.508623046875,-0.036827281354747554,0.42240488231333373,0.014932541365251803,1.141801148259231,1.2885103820908619,28411.255768988383,1.4107150163178779,767.8553105965226,0.2058847752730046,549.8211926198711,0.169541015625,-0.43773170289859353,-0.5926182661536781,0.005986365308626322,1.471833145175848
S,0.09372854232788086,10.16797817867633,2706587.747734015,6.978236290680479,6649.124515721132,11.472194554666123,610.9786497924042,7.968427734375001,-0.24362505007847277,1.8740172720073165,0.46812144596140076,1.424083451744149,2.199058177837379,1362722.2099708146,5.0628792728936505,447025.4912011184,5.798084891970939,8091.738864776364,6.103476562500001,0.0234309434068213,-0.4998867139523293,0.22036415422422204,1.2284355455214533,2.284198925139922,744443.3870654277,4.7499703044660455,21446.592721757006,3.200521781449199,1496.5403073880684,2.71265625,0.009704852409971034,0.35289387665425886,0.12375702962034427,1.2481344264002854,1.4487185094090296,318495.93882263877,3.5210753268914217,3366.062319860052,1.186666985282555,590.3186413635678,1.01724609375,0.1328214239534911,3.2503287464151427,0.05340415124820727,1.1711566124775132,1.6722697916376166,157045.07199633925,2.2555888077960984,1482.7664280999006,0.6833132637422772,687.6064950400528,0.6781640625,0.0797370743037279,0.3578509401875949,0.02515732982693826,1.1509264198302673,1.6884331996903397,47051.488566984175,1.75725563798575,69.54496899020332,0.2765152449352337,141.5208021760124,0.33908203125,-1.0529620878165227,2.0301421542496394,0.007272377739962764,1.7497273000701146,1.3310492932593139,8777.148374608541,1.1596437260715504,9.174329005274021,0.16571506795411045,65.94437669438038,0.169541015625,1.3980485654983892,1.2131343220212214,0.0027894486952427743,1.7920394450771957
S,1.5626215934753418,1.0462622929546685,1226381.371076326,5.7526156626973295,47881528.9128903,5.30971548376672,80065.15920184672,2.8821972656250003,0.2574523719635334,2.037232500985022,0.2944784687146853,2.773157523982902,0.8797185569878972,1352640.2936217687,6.1590641556229855,2705201.1927542957,6.084355376636936,14157.016968101414,3.899443359375,-0.007792418341561637,0.3462691810292431,0.25742289704987315,1.7542658094907317,0.7443687506091923,764506.0653178246,4.99236225224915,17660890.0640642,3.3426646539375477,49363.43363435469,2.8821972656250003,-0.5762256917589277,4.1597173182084894,0.13324388065854034,1.607161662572642,0.5458591646310637,449641.5821301223,4.201212863724758,2546071.9852907956,2.0101183882884395,14273.390929663845,2.8821972656250003,-0.11970624995145278,0.05146150589381682,0.07538418615059499,1.2801554191928448,0.2436363929206526,213034.15048811314,2.9682473410427224,2426310.7740293415,0.9775825630604736,16871.662138299573,0.8477050781250001,-0.04881496462607459,-0.5400942110805942,0.03447061722277417,1.1898206367223794,0.27175852698772024,122480.1061339833,2.0033361159385064,281885.4309443781,0.5449337353748528,8667.01751699716,0.508623046875,-0.09175687215886265,-0.639959537436499,0.019221023023452508,1.1259065012399596,0.33884048711237197,37871.94688243938,1.3647364701748324,173213.345595846,0.20099312391763202,8483.263898909105,0.169541015625,1.0933313386481849,1.2248000925759621,0.006371982123450993,1.2904363074547234
S,0.09372854232788086,1.3377431726046096,1856144.2330953598,4.399435110708839,116488651.86416242,7.93891888678159,191984.62365218284,6.612099609375001,0.05720168969214557,-0.18466217749917657,0.30555980587549525,1.4223240575217402,0.6443935705445792,1351939.573622849,3.577945302740459,26643103.155220013,5.881249061080256,72393.44165360184,5.933935546875,-0.0029171085170352825,0.14636343512571548,0.21155165822291475,1.0759882800032816,1.8182512241700124,633295.6252024121,4.124239283930489,42696.02281624825,2.6607759877237744,2995.105669155108,2.71265625,0.22404006347593908,6.536763987410097,0.10241875759178813,1.1826519237427495,1.5665340136301238,181185.35348373977,3.265719555485344,13084.385386253418,0.7403704220662786,1599.3406604150186,0.508623046875,-0.6512043860671601,2.5125120331874893,0.033294577054978236,1.565253749143157,1.0821537855859,92103.3125956098,2.1640541834426577,924.6860301022821,0.37088592887829097,564.2385171070774,0.33908203125,-0.08822160595610426,-0.5705202623435452,0.01563436561723883,1.4318486524524492,0.4151318312032982,16421.419434420393,1.1998753545216876,413.446194029009,0.17588431218804412,445.5453611251795,0.169541015625,-0.21803073063967945,-1.0322839649940385,0.0032730356899735844,2.295477348032758,0.2213847566669938,5313.523827248203,0.8145006092961268,63.23848506899177,0.16757187067159593,178.50753885636288,0.169541015625,0.051632648304483206,-1.6366226413979266,0.0010625635149847934,3.05938885576321
S,0.10935044288635254,2.962820455159404,2596323.616163703,6.802731782314528,631250.8707663496,10.985778122161129,4985.52595117195,10.850625,0.039815497963913905,2.434323277830397,0.4468475036634162,1.4123275639326285,0.9479333084614242,1320444.8486171225,5.236049828278759,23080884.1161568,5.54595725941303,53893.98768788051,5.594853515625,0.08272767556186197,-0.5962742451831784,0.2235690826340366,1.336488874288318,0.7302430036017682,1010873.1140988743,4.811457359272786,1782751.4498119939,4.373498519709399,11384.493321396865,4.068984375,0.030974732426393006,0.41595815539976844,0.16419453147637442,1.1472867132894797,1.57899096693407,412830.74350501486,4.119216048718274,26648.871087850963,1.7809424533048974,1285.1947527421244,2.37357421875,-0.25323805949771916,1.4782655057023577,0.07384430980985493,1.2969227083038286,0.8593192248744007,167965.27666601256,2.7450858955583337,69339.42890427359,0.7026393636019133,4311.2209499928495,0.6781640625,-0.06985060372796506,2.6020988660381503,0.02858473548959399,1.2973917659872123,0.45222855168785114,57499.23291930027,1.7724405902259641,20198.7128096204,0.25866543722410634,2445.8931453619593,0.169541015625,-0.1057584192925011,-0.6701770809359218,0.010267992678447285,1.4434509162988038,0.4178617351519628,8219.947513404375,1.2279944295678602,219.74458444863433,0.16630633524509658,319.8158260206416,0.169541015625,-0.7397364891582409,0.4404803549953331,0.004585529131785849,1.382727582598245
S,0.3124253749847412,0.7351901032655747,3484333.487305181,6.779738914962425,63262088.56392194,15.057906900744046,62204.81868779122,16.784560546875003,-0.003265690769592901,-0.5482256093590769,0.5657325565924277,1.1712836820352557,1.0448096125683177,1939899.2434179215,5.9074694156563625,11336331.293452028,8.39841576932774,25693.690670291162,9.494296875,-0.007106726131509492,-0.013264092156441532,0.32128706782590555,1.1742032786001324,0.7640720563921067,934513.2731814075,4.854262496726581,5203491.90957454,3.939808176024257,19482.457209116594,3.72990234375,0.020365335735231378,-0.3562750227021634,0.15392329632796933,1.1668883826347416,0.770784055932393,477844.89026502555,4.008283371688061,611019.9032193719,2.023866118924367,8442.565283065269,2.37357421875,-0.05364770931893813,-0.31908210909784174,0.07786394886012354,1.1702238309969288,0.7422211641046813,215443.06703271854,3.0463494140309857,65501.24827158598,0.8818001407479688,3215.0304905706525,0.6781640625,0.00651310186904404,0.18311049222172837,0.03564189787189452,1.2167900779654675,0.5342585919588131,65036.92946390174,2.0923034404582093,13201.9126865802,0.2900247881786008,2053.9865408884925,0.169541015625,0.018385802310210586,-0.5892045270805659,0.011937458362309852,1.624564487223785,0.492263110246018,21359.874830994544,1.2648939968664263,2511.929853064088,0.178012180204862,1074.0875381928765,0.169541015625,1.3242085163331043,0.7051271665475434,0.004650782530197566,1.479075356984916
