Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3,AM4,BM4,ent4,pow4,Cent4,pk4,freq4,skew4,kurt4,Hmob4,Hcomp4,AM5,BM5,ent5,pow5,Cent5,pk5,freq5,skew5,kurt5,Hmob5,Hcomp5,AM6,BM6,ent6,pow6,Cent6,pk6,freq6,skew6,kurt6,Hmob6,Hcomp6,AM7,BM7,ent7,pow7,Cent7,pk7,freq7,skew7,kurt7,Hmob7,Hcomp7,AM8,BM8,ent8,pow8,Cent8,pk8,freq8,skew8,kurt8,Hmob8,Hcomp8
S,152.02667498588562,1.3800491305699842,3217415.370012483,6.788038747324603,5696539.850968966,13.743172303583567,15032.930912647245,14.071904296875001,0.013981025136059729,-0.23467566599693868,0.5218399416878474,1.215319811577071,1.014783005866298,1998203.3400050914,6.092609629943873,5968816.305255446,8.646114697901416,17642.261845302226,8.47705078125,0.0057929014328048,-0.2007996620737087,0.326926133909619,1.205572328276919,0.6231769605159828,933767.3830920198,5.057714490386233,16424926.968560815,3.9333344250818865,37413.99586499967,3.5603613281250004,-0.07611753246662582,0.061351690366315825,0.15186569693092475,1.2734524699007912,0.35324694787544714,522996.0488434375,4.1661382137434515,12202728.083221894,2.1721470411248167,36874.902900663415,2.2040332031250003,0.03204912683628561,-0.12978027819073468,0.08551239121734687,1.1985619547106237,0.4968313951372443,283270.9704681313,3.151341524762476,888132.3100837218,1.1882318986723035,16130.90641663662,1.186787109375,-0.073998433281284,-0.23311739118952168,0.045949344236091545,1.1950968500188863,0.35798151913898885,108081.41699501898,2.221672059231609,128545.85869286455,0.4427453082376197,6011.009211079597,0.33908203125,0.0844543352633831,-0.09541444896841034,0.018122651541997287,1.3042360550745382,0.2717493414238367,38343.16902665602,1.3356224186773313,4995.209539328564,0.1890243541973956,1473.723161920931,0.169541015625,-0.13671860575231948,-0.168199865157995,0.00686646779666275,1.0880044359187815,0.2991923388635692,9377.518680462481,0.7948981700201488,132.05144367193552,0.16787184001981542,258.14996869829145,0.169541015625,-0.5757434163834356,-0.9755076489591752,0.0020525472033737406,1.1906393633182504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S,157.24924516677856,1.268929895601841,3671013.8478105427,6.15876664118786,15592240.878092684,15.62358049772452,44427.33910348629,15.5977734375,-0.046055647038288273,-0.26965116695097846,0.5679715107035905,1.1269602458630297,1.338328301138411,1587533.752009007,6.035334412150936,5282217.549040037,6.493063375894428,15770.152101276966,4.577607421875,0.21372314031485112,5.29799258647617,0.26051517494305154,1.3881339922627074,0.5416639028388345,909346.3193511924,4.899681305826656,19500432.266249787,3.7607160170584732,37760.64612962841,3.5603613281250004,-0.010082666357324637,-0.25156195897554,0.15115599058802337,1.2380358134514609,0.4247168574009352,473233.7644269661,4.0984180408327475,3116305.9896179345,1.992578220167287,17540.812408506208,2.0344921875,0.06847137081572936,0.39126746181502714,0.07833669035417452,1.2403326294006483,0.32710729096664865,202527.7020707115,3.0994515352966023,2242793.598778249,0.8818684865765974,16387.969097491427,0.6781640625,-0.20662094393293168,-0.2577159830016287,0.03452340125294467,1.2797056784093659,0.33450315564022803,83454.71320456525,1.9240035252716843,154583.82059873562,0.3697017202892878,7224.869750376987,0.33908203125,-0.049434797209537036,-0.5281546123554466,0.013747186387908294,1.2205600839434447,0.5349659044886406,44279.24726147135,1.3851306595276212,4973.0708786867635,0.18074889988082468,1461.3365896399384,0.169541015625,0.04178517991271132,3.1607143751333533,0.0069855516036165495,1.1215945419380384,0.8286834207671648,17186.252662119416,0.8683580144699675,5.763097246562912,0.16425010163983342,53.73113406492464,0.169541015625,0.26518091886686185,-0.49047597689874145,0.0028084795497359902,0.8609884366901911,0.3295028432253741,2824.1320983260625,0.3545470423677576,0.5589337950800074,0.17838753168039082,16.910765978014958,0.169541015625,-0.1723337462842787,-1.4029416886107426,0.00029336887067139144,5.7321755812108615
S,134.22023153305054,1.3746674601725783,3502423.2945845188,6.702063275845162,5949959.050686577,15.099187751653794,14708.585332867238,14.919609375,0.041558280623767554,0.007231680422352671,0.5598125033599645,1.1475601749469064,1.6654328428962806,2274498.896747721,6.19271999478858,1341844.3201646013,9.876117520876367,8181.1622436712005,10.342001953125001,-0.027408390154785616,-0.027792395289072847,0.3686098959789275,1.1790241823037968,1.0477087213588212,925883.733474817,5.233339836135392,2168551.7768720416,4.001312160086172,11170.77820925576,3.5603613281250004,-0.03309625324135595,-0.42046096602101146,0.15420233602364744,1.2860926326258346,0.7783049394542444,517817.82372682914,3.9717580403784507,1071130.9819430974,2.2181753014556826,12381.02613858267,2.0344921875,-0.05318063116364592,-0.43805390032600267,0.08471529551937453,1.1851298219793738,0.9529398060362693,267525.03376051947,3.242041744985321,25096.60790972639,1.2009878915844436,1863.5226566068764,1.5258691406250002,0.032345384634193154,-0.31343416789754475,0.04385248365257855,1.1898464239367619,0.7360581638891386,79103.82330696858,2.1489379620491738,14604.404359679276,0.3406682816999409,2029.4530889437242,0.33908203125,-0.20482915347839434,-0.4512915208107877,0.013485163822094965,1.469870053303417,0.26151569250893314,44131.975858479935,1.4558808313624323,7055.195917651443,0.20095114009645879,1678.4792954561162,0.169541015625,0.08776913087520904,-0.606665603872087,0.006772832480635575,1.2281797268488739,0.5292781089478855,16131.404918600962,0.837136819061901,19.602454808387215,0.16670002560097408,99.2800704755733,0.169541015625,0.006711643273624923,-1.4923257830086654,0.0021958705418607858,1.3037329476901673,1.0823136717960058,8743.831860263012,0.35900324588827026,0.22883544891823615,0.17830616065105315,10.820346214052426,0.169541015625,0.02598210210930131,-1.4551482406964757,0.0002721880826792998,6.5207087097342
S,140.84488129615784,4.996045719102069,3124701.112742503,6.283201202921488,44593.613463856695,13.354184038958959,1717.6401781604968,11.359248046875,-0.05991178205508819,-0.5506225293420379,0.505242513265876,1.196784796547616,0.8618356934809935,1419257.3169757933,3.894067350254172,2379511.6434233813,6.090639787706679,17529.394576691957,6.612099609375001,0.04346300836952426,-1.2047922270808915,0.2214330620249039,1.0636841188815702,2.46116151327757,553937.2290401576,4.010479443348595,5614.292359792729,2.329451318390262,911.5380573630782,1.864951171875,-0.03257072554955298,0.10640434299809698,0.09040230449018455,1.162697951577192,2.2288499244652145,266619.4419734792,3.4519306212177305,845.4135992002674,1.1352731875656743,323.94109166522463,1.356328125,-0.11638896627086444,-0.1842909722159627,0.04461034447540373,1.2376699636776136,1.4989898969338813,108949.36339526229,2.141182718569242,640.01485456227,0.4681354152361002,409.304922717091,0.33908203125,-0.10672960644773298,0.050192338017239546,0.01785037430198945,1.2648373442706071,4.871984254469931,68979.69524581933,1.5661176143053595,2.7850265854648852,0.2880533712832279,31.58094058159345,0.33908203125,0.0741302063831998,-0.5316585398633951,0.011093114982416726,1.0935965229708777,6.913308428797596,33834.6311621264,1.2251185669295293,0.05631182571028097,0.16924082991539455,5.111938914939404,0.169541015625,0.08600307738679885,-0.6910954259145927,0.005474851916217285,1.0740303582191597,1.3568794903086308,12351.399902448336,0.7793308813579166,0.019721279214133892,0.16739460198825357,3.1564297090688624,0.169541015625,-0.5519408048363178,-0.8052721083235324,0.0022957186205620978,0.8706912773660357,2.243958019024772,6718.721271411178,0.34554766321223984,0.0069468999961187165,0.1785321974246613,1.885326718962056,0.169541015625,-0.015298399018366202,-1.4124882025867227,0.00022601005243487812,8.301670522179503
S,142.18109154701233,3.9762876219177343,2757722.5307478057,6.915744000201131,242569.58945050396,11.571777630288185,3999.454128315151,5.08623046875,0.0153625578399915,0.3340967151097729,0.47413433614060185,1.3903567416366824,0.989605829438128,1263655.6518759727,5.013999942349423,24529323.760293994,5.413162749744409,73130.88542254192,5.08623046875,-0.052025671238530566,-0.17276622145041864,0.2098388858381136,1.342193810745926,0.7213492223413164,826282.9089849049,4.839695946624843,1743974.857150926,3.42396072840911,10467.109063993536,3.899443359375,-0.0470068089623,-0.5122132381061606,0.1349550385056361,1.1982183730799807,0.7330344904608543,395988.8391339147,3.732832873189266,675931.1829872046,1.7809306269208678,10802.366756299172,1.864951171875,-0.013606680908479508,0.0494027478484238,0.062394189567905115,1.2547328301685048,0.6523419630645508,186166.01047680678,2.83617923954096,70069.95059450548,0.8037842926458589,3748.996855585574,0.8477050781250001,0.25391617490756857,1.3780025110079688,0.02978645131487897,1.2263979129674094,0.7198904352209194,71336.87179334917,1.6841183473539176,4413.915525178839,0.28564916945728547,1169.0453745367536,0.33908203125,0.1198560924420094,-0.24065423864364277,0.011490029643782212,1.171057372487408,1.5022076499255521,41870.94794157842,1.3156877110662462,59.910118076164025,0.18732897724935318,161.8581925941549,0.169541015625,0.13654906836678912,0.6938248992203491,0.006654928595455201,0.9803908991806718,1.60199840470054,18927.885307404817,0.8797958865848754,0.34373434197713726,0.16587129098347472,13.118122232892068,0.169541015625,-0.2756936360424859,-1.3156075296300822,0.0024650045810280814,1.2970700862851887,0.49717503373770383,3090.0855676115807,0.47089305312531604,0.09317837364661408,0.1757958849147195,6.901635058707143,0.169541015625,-0.27874844373426166,-1.5144722033770754,0.0007412417209416861,2.0447630004299717
S,132.2287790775299,12.44547100025618,3039854.7832738925,7.066539104813118,3271.3483784203886,12.977697038922635,354.9518382836196,7.968427734375001,-0.062367536397750015,1.184940191294916,0.5123202046637004,1.344670214271013,2.25715287924741,1407920.0261643368,5.028393894941865,413688.7565016578,5.99829105650237,8107.034974798429,6.103476562500001,0.05954061574533784,-0.6146814456505907,0.22781525285739448,1.2259569908073733,2.2762174253450764,801570.180474977,4.931532010329964,16146.942993502938,3.4722339783004097,983.0936677714893,2.71265625,-0.063590997215577,0.48778520146868765,0.13449319054205466,1.2284302310751316,1.404474809613979,352370.3128160539,3.690043129680009,2655.7110950378055,1.5554553399842148,559.1675729753554,1.6954101562500001,0.046840361687536906,4.062290753623398,0.059147362724361836,1.172420263360946,1.7297100161891084,176274.9470653233,2.3384843220303866,1700.476144606933,0.7563410970820533,655.0085997266214,0.6781640625,-0.07625846091936243,0.06448259018124913,0.02815012475430234,1.1352516047309629,1.6797274864058733,78328.98690953928,1.9402455860603316,79.88251795986733,0.29703936847070056,139.2028445189433,0.33908203125,0.1476608194744759,-0.7646188354225676,0.013594030640764193,1.2028334080747503,2.557750752217196,39321.1975739679,1.3348914295747876,3.424579703440249,0.17390126758127858,38.85799286327797,0.169541015625,-0.5953339574718671,1.4183189639279234,0.005586033250379333,1.2954120407858702,2.4504346748881147,14712.24613347703,0.9010790922579343,0.030551668244838275,0.16359435588692817,3.9046927102547806,0.169541015625,-0.538229099534657,-1.122852364762105,0.0024842570400248096,1.2014606591968806,0.590892735844475,1867.123890619686,0.38747316775074664,0.005123329298511741,0.17777963044837086,1.6189151590922226,0.169541015625,0.32807917111350493,-1.4009068664820736,0.0004318519445312206,3.361650595707844
S,514.5930316448212,3.9632186997151657,3896388.2491696975,7.513517990811519,154303.5267052995,16.793885910254918,1679.262546810541,3.5603613281250004,-0.22420002192787117,1.7189011564706949,0.6731025285381077,1.3358357009830386,1.4707667242331246,2349642.511225658,6.739740293925033,579927.697427927,10.084963939875651,5308.558737716957,5.4253125,-0.002657536124456862,-0.2069719718468206,0.4057834554636158,1.3676489188893952,1.7796118058872794,1534689.3039879834,6.114913250621751,339570.81319608976,6.351054489508407,4826.482814709747,4.9166894531250005,-0.05599691514100378,0.25720785397128143,0.2675314569401093,1.4410674437645319,1.1695515026133998,671132.7308136652,3.7510074532575186,632759.2136095938,3.0662007936238074,12158.633442780312,2.8821972656250003,-0.03560615269571619,0.08891302274934754,0.11163455342979878,1.2808064108340103,0.7118680907697407,314738.9010324037,3.576413350579584,690897.6179572874,1.452744018472778,12455.6934227835,1.356328125,-0.028659228329479525,-0.01917624451704869,0.05355676505046219,1.3443040929047048,0.33746517095234235,186887.49070725127,2.45418036379631,1354891.8861581583,0.7907162234000046,18269.39969295635,0.6781640625,0.01905199687135098,0.5794446584339221,0.029720194100671588,1.146568907599674,0.35518584399930414,96739.07078215071,1.7805115522202575,22556.884577865847,0.4130895697635339,2467.427553260827,0.33908203125,0.060033324107825706,1.4013596838042126,0.01463747220506722,1.1183254267800047,1.2731643188429254,33418.34235343096,1.3091236467735312,260.92657673591725,0.18143507324721825,343.64794857997134,0.169541015625,-0.1982487471394693,-0.6469979974628761,0.005200870548320529,1.4290256061140374,0.6453486098754009,14840.934363364051,0.9316358280429268,21.720151897861115,0.1648100926326264,103.94552312597145,0.169541015625,-0.7100460586158435,-0.6958768024117332,0.0026811839603562496,1.2987548969935212
S,155.26208567619324,1.3981254156501155,1867407.9214705552,4.342068127515302,108518560.93975297,7.999638044691382,185884.52595423267,6.612099609375001,0.05468131237083488,-0.1098311628512767,0.3070250652153634,1.4255138316283582,0.5775194540854566,1367444.714034236,3.40026699581124,25434647.60384637,5.951566808983469,72274.17856552321,5.933935546875,0.003951781004448531,0.061831638478492046,0.21366233660183276,1.0777913084747899,2.6753363007131195,947685.4066186505,4.546495148168566,19161.953752802765,4.1530269313138195,1681.551196892855,3.72990234375,0.1332284996847586,7.140767156791089,0.15092068873147166,1.141047662636604,2.0583802348018807,464593.09921997826,3.7298372933197443,4578.5526626561505,1.999334606674518,713.9239759642381,1.864951171875,-0.03141966517201946,2.0622368837798977,0.07415073375553917,1.1382306329596363,1.2718769433422072,148149.84266388186,2.555267957684315,5105.009392290438,0.6502864096983972,1139.230678911099,0.508623046875,-0.08476319166050175,0.46190281526020405,0.02463653155940937,1.3371154035515096,0.7709522195296069,72217.80365388437,1.7163565921654036,6848.852316292932,0.3024657088536896,1533.2968511558402,0.33908203125,0.07387527944788347,1.9307968576630747,0.011347390130700631,1.1637281834866922,0.3929230895277793,31702.496005724694,1.2047784326778306,665.9846510136907,0.16740094857307086,557.9185331431821,0.169541015625,0.15521470244786065,-0.6524401573054974,0.005048367446584673,1.1302196976482741,0.5043162659516628,8348.20102072524,0.6610093374483387,0.8515076060905987,0.17136172296615615,20.811580614715165,0.169541015625,-0.2314398810571409,-1.3600660167949299,0.0012504804680373023,1.5643069697602832,0.06689252271861351,411.29625535172954,0.33688908753694546,0.010757936930649616,0.17865528732379116,2.3461907795159727,0.169541015625,-0.03093207209818533,-1.379338018123085,0.0001889863616240525,9.916150984440845
S,123.59629940986633,3.2255393020938796,2744092.225171512,6.831325175082457,461206.6818723272,11.707292408194943,4462.850672184921,10.342001953125001,0.015746676752909337,1.870270329105212,0.4661178052464792,1.3766806322878633,0.9039497490965019,1359162.1994721084,5.259178651484542,19557261.914666124,5.701646180975499,47235.481736904345,5.255771484375001,0.09537486749552579,-0.6304685441996791,0.22985943339727719,1.337674622324086,0.5952309230498921,1036636.4246533766,4.805162172475006,2202854.474731762,4.465128699773135,13181.427919216152,3.899443359375,0.02732637615885352,-0.06712945931905834,0.16829304798041914,1.1314545533019957,1.466703495051911,436624.25829114014,3.764746008317047,23261.524743690174,1.8302846239548818,1751.3992762407318,1.356328125,0.0063360351523229315,0.8003199783775701,0.07623186941318708,1.1933750224698905,0.6291763286444273,175281.84641590886,2.7055557566707193,70248.52314058965,0.7395408334321996,3527.9406305848743,0.6781640625,-0.2397913089966004,1.159530516957914,0.02903388738520611,1.2026477455744953,0.7206502849461628,54049.07495551623,1.6380216270492174,8968.548355551942,0.24849566668118175,1601.3773453993324,0.169541015625,-0.0016906814236336714,-0.48015836912983945,0.009253556514399257,1.5412121997427004,0.5277812241719644,22093.657940174315,1.1461484795327421,891.4384616708852,0.16923130229162756,652.5735640202289,0.169541015625,-0.4389562756562761,-0.5663414035764256,0.00359770599728962,2.0308111381028806,1.2936225497308795,20452.238513568962,0.998347167894477,2.5636381619029933,0.1589834237312173,35.46634531589113,0.169541015625,-0.11583824460270647,0.5691831744262372,0.0030169742852892583,1.2176729229849252,0.054874674428173724,376.7239191325639,0.5080347858087365,0.033990105044742584,0.17547601327710552,4.166903537023602,0.169541015625,-0.7012768006786018,-0.5740450769313443,0.0012936579659441221,1.1607446236516408
S,145.58861017227173,0.7075194036860918,3552995.983683379,6.743193874487672,55014745.92421585,15.390813164740917,60898.0338901171,16.784560546875003,-0.011765868305337372,-0.6083923570894627,0.5732873720527953,1.1610724006881703,1.003092642785473,2284269.432179657,5.946905912305203,10978217.472001642,9.800221297327544,32684.770834671992,9.494296875,-0.028646317005898373,-0.047023091342494716,0.37146004557995593,1.1439169840198553,0.8714039913704092,1062228.5787158334,5.223077651671317,4014214.213819744,4.507999489743668,16069.662152606576,3.3908203125000003,0.01775214207668858,-0.3250622688196061,0.1758472930093646,1.1999281987127852,0.8345918262881585,562634.4450851905,4.375266716169804,609674.239461669,2.376636874565582,9302.34460365143,2.543115234375,-0.08752534875333447,-0.32987525706892296,0.09240763000726057,1.197194784750711,0.816807807389508,306667.8091017684,3.279884451420355,114423.67902375519,1.302452871879248,4138.689048740242,1.356328125,-0.056668720321637056,1.2727008496652967,0.04880348994390802,1.1389076009956636,0.7233184372147348,154630.5845019138,2.2581113114340114,18211.80071364404,0.6741274494229863,2387.5389998671485,0.6781640625,0.019077129631505343,0.3659712778832507,0.023783772544603628,1.1707889864215364,0.3338415433967756,54545.021423258004,1.5534497565294323,12523.471074547575,0.22294531997230235,2083.830050453834,0.169541015625,0.04245077838918457,-0.815471173152678,0.008622512802688897,1.187959057607284,1.031339471989972,28235.183197762617,1.146728679770346,62.200325423289385,0.16043033252659292,171.7737635303531,0.169541015625,0.05363033797322709,-0.8057156657074964,0.0037696110314319226,1.2942524324049338,0.4359420083118706,7416.848277057107,0.5604359654756942,2.0748022522753558,0.17421515762695342,32.53830179968337,0.169541015625,-0.1347512881368923,-1.1253807230589556,0.001493043919373317,1.0933878202836416
