Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1
ictal,0.05086398124694824,3.131344508970334,24113.495414849865,2.7143587942757597,159.97955574199426,1.2535965374070273,192.46650193043092,1.171875,-0.3639575216972259,1.5725227821175904,0.04076428821564254,1.1455598583729203,6.453753087899782,114060.05655563557,4.638421592994106,50636.00675282326,5.661484891513703,3705.0420544719286,3.125,0.46629559593832226,-0.07281821534056121,0.22814097319732743,2.4005361331715465
ictal,0.2598555088043213,2.2431959759087707,18596.862736144813,2.49395781596162,868.5894009830788,0.795239851959085,502.6589691762215,0.78125,1.1480798760398188,2.889679876508816,0.03127406559017938,1.3577638553876599,2.6414148823436276,83107.19500391028,3.083684174559598,11957351.202151597,4.515481561971808,64410.94237851928,2.5390625,0.22528572660580246,-0.7774520739551027,0.21521635623222016,3.8623431385574865
ictal,0.03889632225036621,1.6055766983952824,30112.63679482298,2.34843739028195,6289.614954654675,1.5666059452841545,1257.731417517236,1.7578125,-0.9616605117465297,3.065059542751813,0.05047488179755692,1.1377532482442734,2.2668982628610195,118403.11595071359,4.818644563137047,2792341.2965946933,5.900201632600492,25873.10125657959,2.9296875,0.10360104932969637,-0.19123164333591758,0.2144967072152176,2.2923895000369217
ictal,0.03393101692199707,1.6204318401651412,36088.07586265525,2.7833826415773664,999.0084931345751,1.8140215151763575,427.2569599497105,1.5625,0.47353106467152917,2.119262429851071,0.05354347574039532,1.1655133924461436,2.808957024203773,82127.51417039325,4.191678124733324,989189.7009895941,4.035467516967769,11754.054877511036,2.34375,0.3291750708532797,-0.47807273246025206,0.19709464424216297,3.875146330585897
ictal,0.06183576583862305,2.3303879595864117,26399.63098782638,2.791780641342048,431.00624333228427,1.4905871203699312,332.2276729151196,1.5625,-1.2368465136605877,3.8212249855412583,0.04235272554134362,1.139359111850378,1.794600422818749,63470.48214212338,2.821757906571447,3548533.8253036565,3.2280132635979792,32041.706496521943,2.5390625,-0.12622515713262306,-1.0393741974263189,0.12303512030819846,3.779121559417862
ictal,0.023935794830322266,5.266328746493609,19163.0961950057,2.842499294657932,18.454079078294015,1.0552975711449222,60.8002479375661,0.78125,0.14961031206476771,3.3260204055983325,0.03721434509154998,1.3354180846934285,3.422814702529876,64445.763307902766,2.184302397840117,4126024.7788155912,3.0997253485973566,41519.11963141591,2.34375,-0.2131106370410545,-0.9782741952710148,0.1842095074232037,6.169517067679677
ictal,0.021941661834716797,1.3350407997273497,26625.13002977685,3.0388407186415964,1139.7872661265342,1.1601885515751602,513.1048903618528,0.78125,-0.39629482192768944,0.5116781133989541,0.04406791722724582,1.2369389169068925,2.350745139450319,96034.92185825242,3.6176323742863814,2194941.9488334847,4.945499219071585,24113.39918436008,2.9296875,0.19829270655903403,-0.5031818645215158,0.20628585594453,2.3778310431712537
ictal,0.021939754486083984,1.0584632911303313,24131.317700729738,2.9107395317543405,1320.4281997579544,1.125782908544155,475.29103273599236,0.9765625,1.492156419390915,4.722188782676382,0.041629140820312105,1.1779421955732594,2.3803647180179546,65193.01141867776,2.6463829113132853,3138725.6082591503,3.2817129050194467,34746.22777990893,2.5390625,0.0989663753794852,-0.8509780228919119,0.14754864877681767,4.425437355240378
ictal,0.03490591049194336,1.46639532536712,29246.17743530862,2.4501706970938706,3658.1309266514004,1.5563926707661166,957.4035477451164,1.5625,-0.20997496467360338,-0.5927178103089759,0.04403025247821891,1.154511442265124,3.384049852224646,106032.73740077537,5.249892641136513,148140.20624808822,5.3545847977689345,3861.2546070636868,1.7578125,0.13413057112238808,0.675922805024558,0.220138714740404,3.0459842309806073
ictal,0.13065004348754883,0.8927438427049306,23240.343490070118,2.4469025729106435,6627.282365365945,1.1891764265768054,1058.9630730101592,1.3671875,0.27776647219036965,0.2648838372013014,0.037598456458817035,1.1410656495590645,3.40994949723072,86303.62386429847,4.165811090581574,572804.5051509589,4.585249312836434,12588.772126134574,2.734375,0.34617994222363213,0.16162866781212903,0.20040093793918104,2.618370408121905
