Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2,AM3,BM3,ent3,pow3,Cent3,pk3,freq3,skew3,kurt3,Hmob3,Hcomp3
ictal,21.23690676689148,95.51532764211531,1068444.3018967584,8.28436555538283,7.532861843388822,59.248843173011835,16.251210014625645,88.4765625,0.025010956801675692,0.02701412992467711,1.5940913538206252,1.1192035598763774,23.842802223965545,307457.1790969827,6.826381251898624,38.53489736828343,16.969071131482693,47.506373562947125,13.671875,-1.0749922719112117,11.625530483864724,0.42441523388978847,1.885209573697501,11.275830906399387,174915.1584630549,5.851008490739223,120.64436807797377,9.819972882431037,81.09488664162335,8.3984375,0.2824693016819624,0.7735167761187824,0.28133562505611165,1.3417908205307396,1.8351464833285522,59019.4830639343,3.226650283526129,47329.28781730893,3.151693181862381,3719.062524063152,3.125,-0.09587128871129114,-0.9415992023790922,0.09758993056318992,1.3269867293382094
ictal,24.453300714492798,38.63670585942273,1102482.0104142285,8.170600339790143,311.3600987625997,60.620338123852605,108.14752121340065,57.8125,-0.11876958619338729,-0.3839654898860969,1.5582375418035361,1.1267224658295107,13.069154294735318,415784.5344447611,7.155103454746122,549.5233619280305,20.36720830403302,148.85542161443396,14.6484375,0.09437337802410553,3.3598772934843035,0.6872345279555981,1.3879080459336472,4.699147853032765,201417.08787879447,5.513917297530309,18685.91034158933,10.493921311057944,1566.6429023859125,9.765625,0.023325553853287932,0.5586347681870789,0.31893045277918464,1.3505834012304092,0.5492636823660696,51797.06072072428,2.1436334740670655,11476250.529243706,2.670589482770466,63636.18372501752,2.5390625,-0.16697086808535103,-1.0588072431112303,0.08903775245766926,1.5965776135713052
ictal,21.00253438949585,39.80428309175573,1137014.1551729776,8.230669288145346,288.00713896982603,63.53148960733712,94.08669791225921,66.2109375,0.006766758077811998,-0.8356544212126047,1.658432443772138,1.0835013221928853,5.845796290994437,275167.402715848,6.601239495412942,21605.257577834593,13.553125026382748,966.4671655640449,11.328125,0.6740958937139218,7.4667160557730945,0.48317579632649893,1.5018722757954304,4.178813699195473,152838.01174356882,5.659840973935535,8779.380913883675,7.682850842060428,919.9559507856643,8.3984375,0.09504768314641995,1.0822188670854889,0.2758989262132752,1.3027343341557625,0.49159159894798865,56312.144587105075,3.206089819540318,2285931.217511108,2.916404091183697,26080.495359325578,2.9296875,-0.03109273023589257,-0.629666123870575,0.08623127495669215,1.1911977689004978
ictal,21.045419454574585,42.262676501731114,1006320.5866459239,8.27153269122325,131.08154550182178,59.210510240028285,53.88758988965007,72.8515625,-0.009717227512944565,-0.5182640268766616,1.5291541371006774,1.1395900451292533,11.199936508792893,270483.1373711239,6.503364847756421,1061.6624576466318,14.931975414838096,446.35456028334266,11.328125,-0.18903100965615593,5.624011705656111,0.4381566555654068,1.594544446467118,9.25912958400256,192420.020190649,5.465978465106101,393.44394785194436,10.079700444990232,184.0594155732548,9.1796875,-1.453847637534891,17.22671008640176,0.11986898973708107,2.8290814624954495,0.5462633443500075,53787.01988735762,3.5220161107644463,1039140.2397673981,2.793656613353769,11477.836270149988,2.34375,-0.0769045623902355,-0.9914008028920471,0.08496310360986621,1.36353664290898
ictal,21.76349687576294,56.37815817300481,1064049.316036726,8.235864392386924,52.17227878725792,60.17853912032351,45.98009144928705,79.1015625,0.011271433734151926,-0.7160580022259633,1.6249884689842768,1.0927664507115185,19.81368845245283,366070.07895985746,7.017709238255613,65.72956210454322,20.995905547513033,53.10386423242306,22.0703125,0.07424681313404664,3.7376330599740424,0.6776002058606909,1.4102288399186977,6.763887299027895,150006.89884704445,5.625155179325414,1145.4319193349218,7.601705065511293,271.88565752230977,5.2734375,0.4468758642792845,3.120591947073292,0.2317013915207574,1.5680573775444022,0.33702197081119983,51955.35269847296,2.387322011973699,3061415.8796211095,2.644980212820222,30229.61495464098,2.5390625,-0.03348338701179936,-1.2395460030194565,0.08455018273562953,1.1983378621748435
ictal,20.823014736175537,48.95216209985899,1056296.7894198333,8.217357194401073,47.218344937843796,60.29066626076543,45.635706107212485,88.8671875,-0.04696361650341547,0.594580618016098,1.5652193564144838,1.1092331082352405,24.684923734924592,446772.23315803375,7.082940588399988,41.399476146871244,24.81337306228186,47.75876369125126,23.2421875,-0.05798932221714475,0.47794193185256617,0.7662520035353289,1.2791208563056484,6.490220582239454,163774.5780099455,5.439367613630637,1317.2035658460998,8.108726316565097,410.881951077231,9.1796875,0.06040394483280583,0.6989528523200792,0.2853999506376659,1.3344280541512605,0.3809148397099083,46321.15372727272,1.707510333884381,3747950.650038714,2.367483369364231,39826.36666380084,2.34375,-0.11469967737509616,-1.3463099242610117,0.07619764005755002,1.2699932897232484
ictal,21.296748876571655,45.467891170872264,1130365.242061924,8.106404878541818,116.3848213915563,63.391159869004255,60.35961868223765,59.9609375,-0.03482923830097723,-1.0346934779094645,1.6421981224133004,1.0803102772603166,10.858729936696463,329817.1826900043,6.2741103536308875,2455.795596029766,17.299412561626106,523.3878036445789,14.0625,-0.01757764144649204,4.357348631209215,0.5890181995891522,1.3697104528365542,4.971806608716918,180659.32162240235,5.513525959231723,3192.416643314453,9.283737333987707,669.5952599637048,11.328125,0.06676665141312663,0.46765912264123877,0.2919059447500265,1.3295234597049665,0.5920794381418543,56266.41818833687,2.587147095615972,1639374.5738514913,2.9222859465199775,21376.725039464185,2.734375,0.07971223316535656,-0.8433786374774064,0.09216390489555508,1.259663280001431
ictal,23.67737650871277,58.37775913436099,1087408.2021576047,8.184941171789012,54.67648105662482,61.18198452897057,51.43931281515569,86.71875,0.010190173374628403,-0.954116118750143,1.6330442320341214,1.0908955849894035,24.998641635489154,496999.8744028554,7.259778221001205,23.499449456371817,25.20596025822798,35.04514911879889,19.921875,-0.09177235121189681,0.5072808151458608,0.8568126126811761,1.2274284122358012,6.96266841420043,207314.34554486256,5.612524917701185,1509.9610962035517,10.019732884519149,429.2115156247113,9.765625,0.11748746165385804,1.2435719461620893,0.36416537166761404,1.251700380722409,0.4575342864085892,49110.02892049218,2.2034208528083368,3027885.8767000786,2.532117492892665,34265.57034930933,2.5390625,0.046017312434224925,-1.1102137655402609,0.08302330931969355,1.602841126759469
ictal,21.724602699279785,35.365511623452576,1120718.869573434,8.259747733413432,287.5980181840944,61.476515102626635,95.40691539024422,54.1015625,-0.002134240217137528,-0.7170446988800188,1.5993293404107949,1.106747323048429,10.265782498956169,294214.4255705708,7.018824567834307,1001.0698413427806,17.467493303869574,231.9573337368405,10.3515625,0.11167104556785656,15.67319256670968,0.5619479028462362,1.56677909619825,6.03911165891545,165645.85727447993,5.53185807696121,1307.9760673317746,9.344198223120177,481.6492978655387,6.640625,-0.27987403752642326,1.9508133925174738,0.28711123782478737,1.3131114055604418,0.9186942716857315,52193.96552429719,3.941483538831293,160479.25702775246,2.649126217505114,4556.299673693684,1.7578125,-0.04819859876836307,-0.5649927914133772,0.087742519148633,1.3495105436583597
ictal,21.89115595817566,59.786495852379346,1167857.0761696198,8.098823463455043,33.970897154256434,66.29883603050355,30.432159546864487,92.3828125,0.041746848903072016,-0.557051236351882,1.6628803476896674,1.0799225466939202,10.93518155714734,317282.9390736755,6.778796542534136,825.2350172446661,16.682710506895354,268.7257339505307,12.6953125,-0.5010039850502884,8.266786767496189,0.5785438932330459,1.4396936015985313,8.303540551809686,165046.851436456,5.92607273600729,458.39169498863055,8.440384154739643,194.18272339091956,6.25,-0.0990493520688211,1.6384167626346517,0.2944656674865313,1.329978397787333,0.8036342046231182,50688.01593667806,3.3457248618555697,506283.892642632,2.669886022921141,11917.66147603269,2.734375,0.13817271544518794,-0.44386294784011415,0.08875465510599737,1.3596114437305868
