Group,decTime,AM0,BM0,ent0,pow0,Cent0,pk0,freq0,skew0,kurt0,Hmob0,Hcomp0,AM1,BM1,ent1,pow1,Cent1,pk1,freq1,skew1,kurt1,Hmob1,Hcomp1,AM2,BM2,ent2,pow2,Cent2,pk2,freq2,skew2,kurt2,Hmob2,Hcomp2
ictal,20.775145769119263,95.80342351724921,1133892.716568305,8.224733806459982,7.88394751620301,62.01599676014128,14.584439292280472,75.390625,0.018420606418736274,-0.6400580888072462,1.631878938754241,1.0928556419001323,21.66793974952618,293144.2858846144,6.6234715340452865,174.12885096689294,14.638491020314541,111.7726070625804,13.671875,-0.7702631314701018,7.512723191864225,0.4406117074478767,1.7362372942521174,4.226750869760906,78427.75160458522,4.021465541730279,42158.48082760149,3.8854225142639285,3338.206885801594,3.125,0.00890965743714279,-0.7401806598380833,0.1467384464923898,2.035246941781981
ictal,22.110145568847656,33.558928034905456,1096638.4726961686,8.18825943403943,342.1194869210694,60.075487367615494,75.58232131552467,96.6796875,0.02777170442207235,-0.7505552412162095,1.6086337764120864,1.0938983769765387,11.702181273162848,336993.6625324439,6.933111771725883,2158.435963581497,17.03001283518078,352.41935033400813,12.3046875,-0.017290164462727596,4.117267022003172,0.590233701038828,1.478475680187838,1.5306989362273136,68176.86065243625,2.8378196500617023,11007535.810941914,3.506252758002973,61252.601947284646,2.5390625,0.08806202288607147,-0.863976897845772,0.141688379357859,2.4106401989719943
ictal,20.94269871711731,36.13120657265471,1172261.911428945,8.211009250973072,339.4241671139604,63.10216088053879,86.30794138854931,55.078125,0.03603852803244874,-0.8625623954337551,1.6341622829395477,1.0883583564929136,5.144180716514106,236251.98411577064,6.753010690928566,33980.79695306868,11.134268247490091,1033.6215808784002,8.3984375,0.23382615929205838,12.707919179536177,0.46167564088854984,1.7407929947030314,2.2828850115192196,82782.87469488727,4.297893987761777,1816852.819563552,4.231671792911671,21415.336849450996,2.9296875,0.05943536256535325,-0.006777226636720979,0.14383808521254868,2.2463317790100126
ictal,21.09030508995056,47.756714203365696,1100045.57979548,8.214541000171836,83.44742709993115,63.66213877310204,42.95609525225324,97.8515625,-0.03427332661506859,-0.7943692358632757,1.628347219418837,1.1009579386586223,11.42562487871747,304113.39204558707,6.524778239629393,1407.876748065806,15.73817393410695,446.9523565929743,11.328125,-0.23709111164601004,6.740975222012034,0.5108801392131866,1.7031071183203832,1.4531735933717187,62137.23259037027,3.8150700037534158,1108744.5488816232,3.1204761564709873,12818.70313337724,2.34375,0.11228199960703396,-0.7587852216181727,0.12862497181958504,2.32620142395411
ictal,21.031461000442505,57.07074203961283,1196135.0964353397,8.11843968455949,47.14881162190831,66.05188883915723,35.3379776317866,79.296875,-0.020035727953262698,-0.7983820621031388,1.673918076970799,1.0741736240968207,20.925116358529017,404922.3831215982,7.005481033047433,99.18402141780214,21.075373686539393,96.14904169488338,15.4296875,-0.10359035854860789,2.7390318660808717,0.7293968458675854,1.361261914760078,1.261639847362295,58540.50556221125,2.7480256735451447,3330555.5326568154,3.02516854814186,31200.197224111635,2.5390625,-0.16204095127485155,-1.0841987145781975,0.10475637866330949,2.3945999749735756
ictal,20.961646795272827,49.738139514957,1023886.9416899906,8.245445403776232,51.989060286780415,61.04650920014403,38.83774444924784,90.8203125,0.04594553840030161,0.5860918866244562,1.5786650168954652,1.1144077877199892,28.68693696889585,490047.4177270331,7.349649147011528,27.970846029752853,23.788918753282893,36.336020357621955,27.1484375,-0.0072169523690414515,0.034360534080608574,0.7938418482818451,1.2524019491581626,1.38383664198934,53754.17755657013,2.106368986107641,3790185.556496435,2.7326313466310315,39809.98616970714,2.34375,-0.2094654181259708,-1.069620822954637,0.10168189899895735,2.7876867229356708
ictal,21.000545263290405,48.56939932820749,1077031.9649753126,8.190716093471254,66.2533133758372,63.01180504703598,36.09217022891397,82.03125,0.01699488762228877,-0.6796605410796968,1.5839376474193863,1.1075631232946712,7.987027459286298,287682.84104566695,6.190182302019638,4484.097364762662,15.617318615072938,674.3719681339545,14.0625,0.4385771098806587,6.674963068533604,0.5272046860188739,1.454239764057323,1.627028488114864,66695.19410002389,3.090988797856467,1920135.9676581859,3.441526518144324,22313.044721019,2.9296875,0.09353488361107225,-0.6304431525811296,0.13068941123145977,2.304370897997063
ictal,20.970622777938843,49.33714376716398,1121736.4991114805,8.139042880573399,78.1449144298641,63.06092124262244,46.870914301250025,57.8125,-0.016547860151136542,-1.0266504985745089,1.6294617832789107,1.0914265924542061,16.757655026722485,373691.214865204,6.9754519588378106,147.3313607268489,19.72875108874311,99.46224607217269,17.3828125,-0.0741235020985064,2.469141011645145,0.6650199798977786,1.380897950466029,1.2506383378688362,55191.96022007197,2.646210441033818,3265736.9035231196,2.861696675469608,35437.342215940946,2.5390625,0.0026434255327235185,-0.8863395091262505,0.11008623691121634,2.6805138208692947
ictal,20.822020292282104,36.12945399317178,1105439.7243564615,8.129383476007249,330.97233696392226,64.40728757449186,106.09785419101469,92.96875,-0.0003373674068675256,-0.3821115363618657,1.6194190305417224,1.1068477701831245,9.978800557775202,329335.53760115046,7.130477937547397,498.3838029589183,21.246817116547874,179.6773142597505,18.9453125,0.531638611215617,8.381251351979099,0.6003879081395688,1.450906547747664,2.3026386432329105,72199.61250562883,4.754707538486043,156727.6438351661,3.864918236652483,4611.22992438958,1.7578125,-0.1720695146456322,0.11255980313522729,0.14054410419095018,2.1732871770667646
ictal,21.05140781402588,56.76675381042377,1104085.905379969,8.094232795191521,65.67511135823136,64.10594894461289,59.43206787537301,98.2421875,-0.019022549511054233,-0.6653006439984557,1.6139145649271678,1.108383651392623,13.61763266353748,287008.02813868324,6.781916485092329,309.8042451538073,15.67468590642953,126.92739338352554,12.6953125,0.38533576448168777,5.314354405901499,0.5513804520362652,1.490132663178271,1.880101224479448,60922.60880239759,3.8305461878706386,554171.5813069257,3.314665143999215,12575.68327569112,2.734375,0.25590671542793647,0.0018854822005454075,0.12767072411151914,2.4296536362387724
